export_date,Slot,Team,Player,Pitcher,Grade,OnBaseScore,Matchup,ZF,G2TB%,SimTB2%,AVG,SLG,ISO,xwOBA,XBH%,HH%,SimTB,LA°,TB Signal,Plate IQ,IQ Grade,Zone Risk
7/19/2026,,COL,Brett Sullivan,Hunter Greene,🤔 Average,54,38,3,,51.60%,,,0.301,0.263,,,1.2,25.5,0,45,C,0
7/19/2026,,DET,Kerry Carpenter,Ryan Johnson,🎯 Target,54,74,3.4,,62.10%,,,0.229,0.296,,,1,17.7,0,44,C,0
7/19/2026,,DET,Hao-Yu  Lee,Ryan Johnson,🎯 Target,54,46,2,,58.90%,,,0.096,0.273,,,1.3,7.9,0,39,D,0
7/19/2026,,TOR,Daulton Varsho,Sean Burke,⚠️ Tough,53,47,2.1,,47.30%,,,0.072,0.294,,,1.3,19.1,0,50,C,0
7/19/2026,,NYY,Jasson Domínguez,Will Klein,🤔 Average,53,50,2.9,,47.90%,,,0.133,0.293,,,1.1,11.7,0,46,C,0
7/19/2026,,BOS,Carlos Narváez,Shane McClanahan,⚠️ Tough,53,39,1.5,,49.10%,,,0.23,0.28,,,1.5,9.5,0,41,D,0
7/19/2026,,PHI,Trea Turner,Nolan McLean,⚠️ Tough,53,36,1.7,,30.80%,,,0.295,0.29,,,2.2,13.3,0,46,C,0
7/19/2026,,PIT,Henry Davis,Joey Cantillo,💥 Hittable,53,50,4.2,,40.70%,,,0.229,0.302,,,0.9,17.5,0,42,D,0
7/19/2026,,BAL,Taylor Ward,Hunter Brown,🤔 Average,53,42,1.4,,41%,,,0.33,0.344,,,1.5,14.7,0,73,A,0
7/19/2026,,MIN,Trevor Larnach,Shota Imanaga,🤔 Average,53,32,2.5,,31.80%,,,0.211,0.343,,,1.5,9.5,0,49,C,0
7/19/2026,,STL,Alec Burleson,Eduardo Rodriguez,🤔 Average,53,34,3,,29.40%,,,0.111,0.383,,,1.2,12,0,56,B,0
7/19/2026,,NYY,Jazz Chisholm Jr.,Yoshinobu Yamamoto,‼️ Elite,52,49,2.6,,49.60%,,,0.111,0.295,,,1.2,10.9,0,34,D,0
7/19/2026,,HOU,Jose Altuve,Brandon Young,🤔 Average,52,57,3.8,,48.90%,,,0.203,0.28,,,1.4,17,0,56,B,0
7/19/2026,,MIN,Josh Bell,Shota Imanaga,🤔 Average,52,37,1.8,,35.20%,,,0.138,0.317,,,1.1,9.7,0,42,D,0
7/19/2026,,COL,Troy Johnston,Hunter Greene,🤔 Average,52,42,0.3,,54.50%,,,0.074,0.337,,,0.9,12.1,0,46,C,0
7/19/2026,,COL,Edouard Julien,Hunter Greene,🤔 Average,52,29,1.3,,44%,,,0.133,0.347,,,0.9,1.7,0,43,D,0
7/19/2026,,SF,Heliot Ramos,Logan Gilbert,⚠️ Tough,52,50,3.5,,36.10%,,,0.185,0.358,,,1.7,18.1,0,40,D,0
7/19/2026,,SEA,Mitch Garver,Robbie Ray,🤔 Average,52,46,2.4,,51.30%,,,0.126,0.319,,,0.6,21.3,0,38,D,0
7/19/2026,,STL,Bryan Torres,Eduardo Rodriguez,🤔 Average,52,33,4.5,,30.50%,,,0.218,0.317,,,0.5,20.6,0,37,D,0
7/19/2026,,ATL,Jorge Mateo,Nathan Eovaldi,🤔 Average,51,29,1,,39.60%,,,0.104,0.312,,,0.9,4.3,0,25,F,0
7/19/2026,,HOU,Raynel Delgado,Brandon Young,🤔 Average,51,44,2.8,,50.10%,,,0.379,0.265,,,1,10.9,0,48,C,0
7/19/2026,,AZ,Alek Thomas,Andre Pallante,🤔 Average,51,26,0,,46.70%,,,0.121,0.28,,,1,-6.4,0,31,F,0
7/19/2026,,AZ,Ryan Waldschmidt,Andre Pallante,🤔 Average,51,16,0,,43.30%,,,0.22,0.277,,,1.3,14.9,0,33,D,0
7/19/2026,,LAD,Freddie Freeman,Cam Schlittler,‼️ Elite,50,59,2,,47.50%,,,0.193,0.373,,,1.5,12.1,0,47,C,0
7/19/2026,,NYY,Austin Wells,Will Klein,🤔 Average,50,34,1.7,,39.90%,,,0.24,0.291,,,1.3,22,0,39,D,0
7/19/2026,,BOS,Anthony Seigler,Shane McClanahan,⚠️ Tough,50,28,1.8,,34.30%,,,0.09,0.335,,,0.9,21.3,0,56,B,0
7/19/2026,,PHI,Bryson Stott,Nolan McLean,⚠️ Tough,50,49,1,,46.50%,,,0.173,0.315,,,1.5,19.6,0,40,D,0
7/19/2026,,BAL,Gunnar Henderson,Hunter Brown,🤔 Average,50,64,2.6,,52.50%,,,0.138,0.292,,,1.7,15.6,0,40,D,0
7/19/2026,,SD,Jake Cronenworth,Noah Cameron,🎯 Target,50,33,0.7,,52.60%,,,0.085,0.271,,,1.2,9.7,0,42,D,0
7/19/2026,,SD,Luis Campusano,Noah Cameron,🎯 Target,50,41,4.1,,40.40%,,,0.257,0.345,,,0.1,7.5,0,56,B,0
7/19/2026,,WSH,Jacob Young,Jacob Lopez,🎯 Target,50,50,1.5,,60%,,,0.113,0.283,,,1,2.3,0,53,C,0
7/19/2026,,ATH,Jacob Wilson,Foster Griffin,⚠️ Tough,50,51,1.3,,46.90%,,,0.218,0.305,,,2,-2.6,0,48,C,0
7/19/2026,,ATH,Jonah Heim,Foster Griffin,⚠️ Tough,50,70,4.4,,51.10%,,,0.211,0.321,,,1.5,10.6,0,37,D,0
7/19/2026,,ATH,Joshua Kuroda-Grauer,Foster Griffin,⚠️ Tough,50,55,0,,60.20%,,,0.186,0.318,,,1.9,8.1,0,53,C,0
7/19/2026,,PHI,J.T. Realmuto,Nolan McLean,⚠️ Tough,49,31,2.4,,28.40%,,,0.184,0.314,,,1.5,15.3,0,45,C,0
7/19/2026,,HOU,Cam Smith,Brandon Young,🤔 Average,49,42,2.4,,40%,,,0.17,0.329,,,1.2,7.1,0,37,D,0
7/19/2026,,SD,Gavin Sheets,Noah Cameron,🎯 Target,49,48,4.5,,40.10%,,,0.197,0.325,,,0.7,13.6,0,41,D,0
7/19/2026,,MIL,Christian Yelich,Eury Pérez,⚠️ Tough,49,38,1.9,,40.20%,,,0.157,0.303,,,1.3,-6.5,0,32,D,0
7/19/2026,,MIL,Gary Sánchez,Eury Pérez,⚠️ Tough,49,62,2.1,,43.70%,,,0.217,0.377,,,0.8,37.7,0,55,C,0
7/19/2026,,SEA,Miles Mastrobuoni,Robbie Ray,🤔 Average,49,63,0,,63.50%,,,0,0.202,,,0.5,8.7,0,37,D,0
7/19/2026,,CWS,Chase Meidroth,Trey Yesavage,⚠️ Tough,48,34,1.5,,39.60%,,,0.072,0.282,,,1.6,-2.8,0,41,D,0
7/19/2026,,CWS,Andrew Benintendi,Trey Yesavage,⚠️ Tough,48,56,2,,46.70%,,,0.184,0.334,,,1.1,17.3,0,38,D,0
7/19/2026,,CWS,Junior Perez,Trey Yesavage,⚠️ Tough,48,61,2.7,,49.60%,,,0.182,0.25,,,0.2,26.4,0,29,F,0
7/19/2026,,NYY,Jasson Domínguez,Yoshinobu Yamamoto,‼️ Elite,48,39,3,,47.90%,,,0.133,0.293,,,1.2,11.7,0,46,C,0
7/19/2026,,NYM,Carson Benge,Alan Rangel,💥 Hittable,48,58,2.2,,52%,,,0.135,0.339,,,1.2,10.2,0,35,D,0
7/19/2026,,TEX,Jake Burger,Grant Holmes,🤔 Average,48,55,4.8,,53.20%,,,0.176,0.294,,,1.1,-5.1,0,26,F,0
7/19/2026,,HOU,Christian Vázquez,Brandon Young,🤔 Average,48,43,1.9,,51.70%,,,0.281,0.247,,,1,0.7,0,42,D,0
7/19/2026,,KC,Nick Loftin,Germán Márquez,🎯 Target,48,45,1.4,,53%,,,0.155,0.322,,,1,20.5,0,37,D,0
7/19/2026,,MIA,Liam Hicks,Robert Gasser,🤔 Average,48,52,3.5,,44.30%,,,0.162,0.323,,,1,6.5,0,50,C,0
7/19/2026,,WSH,Luis García Jr.,Jacob Lopez,🎯 Target,48,64,4.2,,47.90%,,,0.267,0.346,,,1,6.5,0,40,D,0
7/19/2026,,LAA,Jose Siri,Casey Mize,‼️ Elite,48,57,5.3,,51.70%,,,0.202,0.287,,,0.7,13.5,0,34,D,0
7/19/2026,,NYY,Spencer Jones,Will Klein,🤔 Average,47,34,1.3,,51.30%,,,0.187,0.27,,,1,22.5,0,39,D,0
7/19/2026,,PHI,Brandon Marsh,Nolan McLean,⚠️ Tough,47,76,3.2,,55.80%,,,0.182,0.32,,,1.4,7.6,0,38,D,0
7/19/2026,,BAL,Jeremiah Jackson,Hunter Brown,🤔 Average,47,50,1.4,,47.10%,,,0.23,0.298,,,1.3,7.7,0,31,F,0
7/19/2026,,MIA,Agustín Ramírez,Robert Gasser,🤔 Average,47,62,1.9,,60.10%,,,0.115,0.286,,,0.6,17.5,0,37,D,0
7/19/2026,,MIL,Joey Ortiz,Eury Pérez,⚠️ Tough,47,37,1.6,,46.50%,,,0.202,0.293,,,1.2,6.7,0,41,D,0
7/19/2026,,SEA,Colt Emerson,Robbie Ray,🤔 Average,47,44,3.3,,53.90%,,,0.185,0.246,,,0.5,10.5,0,37,D,0
7/19/2026,,STL,Lars Nootbaar,Eduardo Rodriguez,🤔 Average,47,26,2.2,,32.60%,,,0.193,0.337,,,1,13.3,0,55,C,0
7/19/2026,,TOR,Alejandro Kirk,Sean Burke,⚠️ Tough,46,32,2.2,,42%,,,0.106,0.292,,,1.2,15.1,0,56,B,0
7/19/2026,,LAD,Andy Pages,Cam Schlittler,‼️ Elite,46,52,2.4,,48.50%,,,0.2,0.341,,,1.4,27.4,0,44,C,0
7/19/2026,,NYY,Amed Rosario,Will Klein,🤔 Average,46,49,3,,41.50%,,,0.217,0.309,,,1,5,0,25,F,0
7/19/2026,,MIN,Victor Caratini,Shota Imanaga,🤔 Average,46,28,1.6,,33.10%,,,0.106,0.34,,,0.8,13.1,0,60,B,0
7/19/2026,,CIN,Will Benson,Ryan Feltner,🎯 Target,46,51,1.9,,49.30%,,,0.146,0.32,,,0.7,31.5,0,46,C,0
7/19/2026,,NYY,Austin Wells,Yoshinobu Yamamoto,‼️ Elite,45,27,1.8,,39.90%,,,0.24,0.291,,,1.2,22,0,39,D,0
7/19/2026,,PIT,Nick Gonzales,Joey Cantillo,💥 Hittable,45,36,1.6,,46.70%,,,0.196,0.316,,,1.3,6.5,0,47,C,0
7/19/2026,,MIA,Xavier Edwards,Robert Gasser,🤔 Average,45,53,1,,50.90%,,,0.118,0.327,,,1.7,18.1,0,42,D,0
7/19/2026,,MIA,Graham Pauley,Robert Gasser,🤔 Average,45,21,1.1,,35.30%,,,0.184,0.238,,,1.1,11.8,0,50,C,0
7/19/2026,,LAA,Vaughn Grissom,Casey Mize,‼️ Elite,45,45,1.4,,43.70%,,,0.14,0.354,,,1.1,12.3,0,59,B,0
7/19/2026,,SEA,Victor Robles,Robbie Ray,🤔 Average,45,13,0,,45.60%,,,0.08,0.249,,,1.1,7,0,27,F,0
7/19/2026,,SEA,Connor Joe,Robbie Ray,🤔 Average,45,33,0,,44.20%,,,0.128,0.332,,,0.1,-0.1,0,26,F,0
7/19/2026,,SEA,Jhonny Pereda,Robbie Ray,🤔 Average,45,35,0,,48%,,,0.095,0.331,,,0.7,-7.9,0,40,D,0
7/19/2026,,CWS,Tristan Peters,Trey Yesavage,⚠️ Tough,44,59,2.1,,56.40%,,,0.17,0.307,,,1.2,3.7,0,54,C,0
7/19/2026,,TOR,Andrés Giménez,Sean Burke,⚠️ Tough,44,37,1.2,,51.60%,,,0.099,0.255,,,1.2,4.1,0,45,C,0
7/19/2026,,TOR,Yohendrick Piñango,Sean Burke,⚠️ Tough,44,59,2,,51.30%,,,0.147,0.32,,,0.9,16.3,0,32,D,0
7/19/2026,,LAD,Freddie Freeman,Unknown (nan),,44,29,0,,47.50%,,,0.193,0.373,,,0.4,12.1,0,47,C,0
7/19/2026,,PHI,Derek Hill,Nolan McLean,⚠️ Tough,44,50,4.8,,40.50%,,,0.176,0.284,,,0.7,17.8,0,41,D,0
7/19/2026,,ATL,Joey Bart,Nathan Eovaldi,🤔 Average,44,44,7.2,,43.20%,,,0.156,0.322,,,0,9.3,0,24,F,0
7/19/2026,,AZ,Geraldo Perdomo,Andre Pallante,🤔 Average,44,46,0.8,,54.20%,,,0.112,0.321,,,0.9,1.9,0,69,A,0
7/19/2026,,LAD,Ryan Ward,Cam Schlittler,‼️ Elite,43,47,4.5,,48.80%,,,0.236,0.313,,,0.5,28.3,0,50,C,0
7/19/2026,,NYY,Spencer Jones,Yoshinobu Yamamoto,‼️ Elite,43,28,1.3,,51.30%,,,0.187,0.27,,,1.1,22.5,0,39,D,0
7/19/2026,,CLE,Steven Kwan,Paul Skenes,‼️ Elite,43,26,0,,38.30%,,,0.122,0.313,,,1.6,4.9,0,41,D,0
7/19/2026,,CLE,Daniel Schneemann,Paul Skenes,‼️ Elite,43,27,2.3,,35.80%,,,0.092,0.29,,,1.1,9.1,0,41,D,0
7/19/2026,,CLE,Patrick Bailey,Paul Skenes,‼️ Elite,43,26,1.8,,38.20%,,,0.116,0.286,,,1,21.5,0,36,D,0
7/19/2026,,SD,Jackson Merrill,Noah Cameron,🎯 Target,43,46,1.2,,52.50%,,,0.141,0.297,,,1,7,0,37,D,0
7/19/2026,,DET,Zach McKinstry,Ryan Johnson,🎯 Target,43,29,0.9,,59.20%,,,0.095,0.262,,,0.8,9.5,0,46,C,0
7/19/2026,,SEA,Cal Raleigh,Robbie Ray,🤔 Average,43,37,2.7,,38.70%,,,0.136,0.283,,,0.8,29.3,0,47,C,0
7/19/2026,,LAD,Miguel Rojas,Cam Schlittler,‼️ Elite,42,19,1.2,,49.20%,,,0.132,0.328,,,0.6,23.9,0,41,D,1
7/19/2026,,MIA,Kyle Stowers,Robert Gasser,🤔 Average,42,35,3.6,,36.30%,,,0.208,0.322,,,0.5,5.5,0,46,C,0
7/19/2026,,CIN,Tyler Stephenson,Ryan Feltner,🎯 Target,42,41,1.3,,47.20%,,,0.149,0.332,,,1.2,32.1,0,52,C,0
7/19/2026,,COL,Jordan Beck,Hunter Greene,🤔 Average,42,11,1.3,,21%,,,0.202,0.266,,,0.9,9.7,0,37,D,0
7/19/2026,,ATH,Henry Bolte,Foster Griffin,⚠️ Tough,42,40,1.5,,54.30%,,,0.104,0.288,,,1,-2.9,0,31,F,0
7/19/2026,,STL,Iván Herrera,Eduardo Rodriguez,🤔 Average,42,65,2.1,,58.70%,,,0.137,0.34,,,1,-1.7,0,54,C,0
7/19/2026,,NYY,Amed Rosario,Yoshinobu Yamamoto,‼️ Elite,41,45,3.2,,41.50%,,,0.217,0.309,,,0.6,5,0,25,F,0
7/19/2026,,LAD,Andy Pages,Unknown (nan),,41,30,0,,48.50%,,,0.2,0.341,,,1,27.4,0,44,C,0
7/19/2026,,BOS,Romy Gonzalez,Shane McClanahan,⚠️ Tough,41,56,2,,60.90%,,,0.122,0.274,,,1.3,5.4,0,43,D,0
7/19/2026,,BAL,Leody Taveras,Hunter Brown,🤔 Average,41,50,1,,55.20%,,,0.218,0.284,,,1.6,11.3,0,46,C,0
7/19/2026,,SD,Nick Castellanos,Noah Cameron,🎯 Target,41,42,3.5,,43.70%,,,0.148,0.264,,,0.5,17.9,0,41,D,0
7/19/2026,,MIN,Alex Jackson,Shota Imanaga,🤔 Average,41,22,1.7,,35.80%,,,0.262,0.266,,,0.7,-2.7,0,27,F,0
7/19/2026,,DET,Colt Keith,Ryan Johnson,🎯 Target,41,55,2.3,,56.30%,,,0.142,0.328,,,1.4,11.1,0,46,C,0
7/19/2026,,LAD,Mookie Betts,Cam Schlittler,‼️ Elite,40,44,2.6,,48.60%,,,0.176,0.326,,,1.2,30.5,0,72,A,0
7/19/2026,,BOS,Caleb Durbin,Shane McClanahan,⚠️ Tough,40,44,2.6,,46.90%,,,0.156,0.297,,,1.3,-4.2,0,57,B,0
7/19/2026,,TEX,Elias Díaz,Grant Holmes,🤔 Average,40,36,2.9,,47.90%,,,0.194,0.273,,,0.9,13.3,0,45,C,0
7/19/2026,,HOU,Jeremy Peña,Brandon Young,🤔 Average,40,56,2.8,,45.20%,,,0.135,0.346,,,1.3,13.3,0,55,C,0
7/19/2026,,KC,Starling Marte,Germán Márquez,🎯 Target,40,36,1,,50%,,,0.062,0.323,,,1.4,-4.5,0,42,D,0
7/19/2026,,SF,Eric Haase,Logan Gilbert,⚠️ Tough,40,36,5,,37.10%,,,0.203,0.28,,,0.7,-17,0,16,F,0
7/19/2026,,AZ,Max Kepler,Andre Pallante,🤔 Average,40,35,0,,40.70%,,,0.116,0.319,,,0.8,19.1,0,32,D,0
7/19/2026,,SD,Xander Bogaerts,Noah Cameron,🎯 Target,39,37,0.3,,49%,,,0.107,0.309,,,0.9,11.7,0,37,D,0
7/19/2026,,MIL,Cooper Pratt,Eury Pérez,⚠️ Tough,39,31,0,,47.50%,,,0.075,0.323,,,1.2,19.6,0,45,C,0
7/19/2026,,COL,Braxton Fulford,Hunter Greene,🤔 Average,39,15,1.5,,37.70%,,,0.096,0.215,,,0.4,9.7,0,34,D,0
7/19/2026,,SF,Luis Arraez,Logan Gilbert,⚠️ Tough,39,37,1.1,,44%,,,0.126,0.316,,,1.6,22.6,0,70,A,0
7/19/2026,,SF,Jung Hoo Lee,Logan Gilbert,⚠️ Tough,39,38,0.6,,45.10%,,,0.123,0.314,,,1.5,7.9,0,48,C,0
7/19/2026,,CWS,Luisangel Acuña,Trey Yesavage,⚠️ Tough,38,16,0.7,,37.50%,,,0.085,0.279,,,0.8,7.5,0,45,C,0
7/19/2026,,TB,Richie Palacios,Sonny Gray,⚠️ Tough,38,21,1,,47.20%,,,0.172,0.293,,,0.7,18.2,0,27,F,0
7/19/2026,,BAL,Dylan Beavers,Hunter Brown,🤔 Average,38,53,0.7,,56.40%,,,0.102,0.29,,,1.5,16.3,0,31,F,0
7/19/2026,,LAD,Dalton Rushing,Cam Schlittler,‼️ Elite,37,37,3.1,,48.20%,,,0.215,0.327,,,0.9,24.1,0,39,D,1
7/19/2026,,NYM,Bo Bichette,Alan Rangel,💥 Hittable,37,42,1.8,,48.10%,,,0.117,0.327,,,1,5.5,0,44,C,0
7/19/2026,,ATL,Dominic Smith,Nathan Eovaldi,🤔 Average,37,38,1.3,,43.70%,,,0.12,0.321,,,1.1,15.5,0,56,B,0
7/19/2026,,PIT,Jake Mangum,Joey Cantillo,💥 Hittable,37,27,0.5,,48.10%,,,0.099,0.285,,,1,-4.5,0,38,D,0
7/19/2026,,SF,Drew Gilbert,Logan Gilbert,⚠️ Tough,37,35,1.9,,45%,,,0.131,0.297,,,1,8.3,0,48,C,0
7/19/2026,,STL,Blaze Jordan,Eduardo Rodriguez,🤔 Average,37,24,1.2,,46.10%,,,0.093,0.299,,,1.2,12.7,0,57,B,0
7/19/2026,,LAD,Santiago Espinal,Cam Schlittler,‼️ Elite,36,47,1.9,,47.60%,,,0.107,0.287,,,0.9,9.4,0,77,A,0
7/19/2026,,HOU,Jake Meyers,Brandon Young,🤔 Average,36,24,1.5,,48.30%,,,0.111,0.243,,,0.8,3,0,50,C,0
7/19/2026,,SD,Rodolfo Durán,Noah Cameron,🎯 Target,36,33,3.8,,46.90%,,,0.159,0.241,,,0.2,14.7,0,32,D,0
7/19/2026,,LAA,Jo Adell,Casey Mize,‼️ Elite,36,31,2.5,,41.60%,,,0.147,0.292,,,0.7,22.7,0,31,F,0
7/19/2026,,LAA,Oswald Peraza,Casey Mize,‼️ Elite,36,34,2.7,,45.40%,,,0.138,0.285,,,0.8,11.9,0,34,D,0
7/19/2026,,CWS,Drew Romo,Trey Yesavage,⚠️ Tough,35,40,3.2,,43.80%,,,0.176,0.259,,,0.8,19.1,0,25,F,0
7/19/2026,,LAD,Mookie Betts,Unknown (nan),,35,20,0,,48.60%,,,0.176,0.326,,,0.4,30.5,0,72,A,0
7/19/2026,,LAD,Dalton Rushing,Unknown (nan),,35,15,0,,48.20%,,,0.215,0.327,,,0,24.1,0,39,D,0
7/19/2026,,TB,Ben Williamson,Sonny Gray,⚠️ Tough,35,25,0.6,,43.90%,,,0.059,0.275,,,1,6.2,0,32,D,0
7/19/2026,,BOS,Nate Eaton,Shane McClanahan,⚠️ Tough,35,30,3,,41%,,,0.156,0.292,,,0.4,21.7,0,37,D,0
7/19/2026,,BOS,Jarren Duran,Shane McClanahan,⚠️ Tough,35,30,3.1,,37%,,,0.15,0.284,,,0.7,4.1,0,33,D,0
7/19/2026,,NYM,MJ Melendez,Alan Rangel,💥 Hittable,35,41,0.7,,55.90%,,,0.158,0.28,,,0.8,23.2,0,36,D,0
7/19/2026,,HOU,Zach Cole,Brandon Young,🤔 Average,35,51,1.7,,52.10%,,,0.196,0.267,,,0.5,9.9,0,37,D,0
7/19/2026,,DET,Ben Malgeri,Ryan Johnson,🎯 Target,35,21,0,,64.50%,,,0.105,0.248,,,0.3,11.1,0,41,D,0
7/19/2026,,NYY,José Caballero,Will Klein,🤔 Average,34,38,3.7,,43.80%,,,0.145,0.266,,,0.7,4.7,0,50,C,0
7/19/2026,,TEX,Josh Smith,Grant Holmes,🤔 Average,34,38,0.9,,57.90%,,,0.066,0.279,,,1.2,2.9,0,41,D,0
7/19/2026,,PIT,Jared Triolo,Joey Cantillo,💥 Hittable,34,29,0.5,,56.90%,,,0.076,0.266,,,1.3,16.4,0,45,C,0
7/19/2026,,CLE,David Fry,Paul Skenes,‼️ Elite,34,45,4.3,,50.20%,,,0.171,0.272,,,0.2,33.6,0,41,D,0
7/19/2026,,AZ,Jose Fernandez,Andre Pallante,🤔 Average,34,35,2,,50.30%,,,0.097,0.274,,,0.9,22,0,32,D,0
7/19/2026,,NYY,José Caballero,Yoshinobu Yamamoto,‼️ Elite,33,40,3.9,,43.80%,,,0.145,0.266,,,0.9,4.7,0,50,C,0
7/19/2026,,LAD,Ryan Ward,Unknown (nan),,33,16,0,,48.80%,,,0.236,0.313,,,0.3,28.3,0,50,C,0
7/19/2026,,TB,Chandler Simpson,Sonny Gray,⚠️ Tough,33,28,0,,56.70%,,,0.086,0.25,,,1.3,4.3,0,52,C,0
7/19/2026,,MIN,Brooks Lee,Shota Imanaga,🤔 Average,33,40,2.5,,35.80%,,,0.173,0.294,,,1.3,16,0,56,B,0
7/19/2026,,ATH,Max Muncy,Foster Griffin,⚠️ Tough,33,52,2.6,,59.60%,,,0.169,0.279,,,0.8,9.8,0,27,F,0
7/19/2026,,LAD,Kyle Tucker,Cam Schlittler,‼️ Elite,32,33,1.6,,48%,,,0.128,0.319,,,1.2,20.1,0,35,D,1
7/19/2026,,BOS,Connor Wong,Shane McClanahan,⚠️ Tough,32,27,1,,49.10%,,,0.095,0.318,,,0.5,15.8,0,44,C,0
7/19/2026,,NYM,Marcus Semien,Alan Rangel,💥 Hittable,32,37,2.4,,46.60%,,,0.124,0.307,,,0.9,22.5,0,47,C,0
7/19/2026,,HOU,Taylor Trammell,Brandon Young,🤔 Average,32,45,2.5,,56.70%,,,0.14,0.288,,,0.7,15.7,0,38,D,0
7/19/2026,,MIA,Jakob Marsee,Robert Gasser,🤔 Average,32,26,0.8,,48.10%,,,0.096,0.297,,,0.3,15.3,0,51,C,0
7/19/2026,,MIA,Connor Norby,Robert Gasser,🤔 Average,32,31,1.4,,48.90%,,,0.12,0.275,,,0.8,31.3,0,38,D,0
7/19/2026,,STL,José Fermín,Eduardo Rodriguez,🤔 Average,32,56,2.2,,64.70%,,,0.126,0.284,,,1.2,17.7,0,60,B,0
7/19/2026,,LAD,Kyle Tucker,Unknown (nan),,31,18,0,,48%,,,0.128,0.319,,,0.3,20.1,0,35,D,0
7/19/2026,,TB,Taylor Walls,Sonny Gray,⚠️ Tough,31,25,0,,56.90%,,,0.073,0.249,,,1.1,3.7,0,55,C,0
7/19/2026,,TEX,Nicky Lopez,Grant Holmes,🤔 Average,31,35,0.8,,60.70%,,,0.047,0.251,,,1,4.3,0,51,C,0
7/19/2026,,PIT,Jhostynxon Garcia,Joey Cantillo,💥 Hittable,31,12,0,,39.80%,,,0.095,0.277,,,0.4,9.6,0,45,C,0
7/19/2026,,CLE,Rhys Hoskins,Paul Skenes,‼️ Elite,31,38,3.2,,40.20%,,,0.182,0.297,,,0.7,6,0,38,D,0
7/19/2026,,CLE,Kahlil Watson,Paul Skenes,‼️ Elite,31,23,0,,42.70%,,,0.06,0.234,,,1.4,1.2,0,49,C,0
7/19/2026,,LAA,Nick Madrigal,Casey Mize,‼️ Elite,31,30,0,,56.30%,,,0.023,0.295,,,0.6,5.8,0,52,C,0
7/19/2026,,SEA,Patrick Wisdom,Robbie Ray,🤔 Average,31,19,2.1,,38.10%,,,0.098,0.264,,,0.3,18.8,0,36,D,0
7/19/2026,,LAD,Teoscar Hernández,Cam Schlittler,‼️ Elite,30,29,1.5,,48.80%,,,0.144,0.306,,,1.1,20.9,0,39,D,1
7/19/2026,,LAD,Teoscar Hernández,Unknown (nan),,30,16,0,,48.80%,,,0.144,0.306,,,0.4,20.9,0,39,D,0
7/19/2026,,TB,Cedric Mullins,Sonny Gray,⚠️ Tough,30,45,3.3,,51.10%,,,0.136,0.273,,,1,19.1,0,24,F,0
7/19/2026,,NYM,Eric Wagaman,Alan Rangel,💥 Hittable,30,29,2.4,,40.90%,,,0.162,0.289,,,0.5,1.9,0,25,F,0
7/19/2026,,PHI,Alec Bohm,Nolan McLean,⚠️ Tough,30,25,2.2,,29.50%,,,0.142,0.3,,,0.9,13.2,0,47,C,0
7/19/2026,,ATH,Colby Thomas,Foster Griffin,⚠️ Tough,30,47,3.3,,53.50%,,,0.149,0.26,,,0.9,22.1,0,31,F,0
7/19/2026,,ATH,Alika Williams,Foster Griffin,⚠️ Tough,30,49,2.1,,61%,,,0.163,0.212,,,1.3,12.1,0,28,F,0
7/19/2026,,LAA,Logan O'Hoppe,Casey Mize,‼️ Elite,30,24,1.6,,43.70%,,,0.092,0.27,,,0.9,27.5,0,49,C,0
7/19/2026,,SF,Drew Cavanaugh,Logan Gilbert,⚠️ Tough,29,18,0,,35.30%,,,0,0.349,,,0.8,10.9,0,50,C,0
7/19/2026,,STL,Nathan Church,Eduardo Rodriguez,🤔 Average,29,37,1.9,,42.40%,,,0.143,0.278,,,1.2,15.7,0,42,D,0
7/19/2026,,LAD,Santiago Espinal,Unknown (nan),,28,21,0,,47.60%,,,0.107,0.287,,,1.1,9.4,0,77,A,0
7/19/2026,,LAD,Alex Freeland,Unknown (nan),,28,22,0,,48.50%,,,0.083,0.284,,,1.2,6.3,0,35,D,0
7/19/2026,,CLE,Gabriel Arias,Paul Skenes,‼️ Elite,28,43,3.8,,42.80%,,,0.172,0.259,,,1,0.8,0,42,D,0
7/19/2026,,HOU,Joey Loperfido,Brandon Young,🤔 Average,28,32,0,,51%,,,0.118,0.323,,,0.8,7.7,0,44,C,0
7/19/2026,,SD,Will Wagner,Noah Cameron,🎯 Target,28,8,0,,39.30%,,,0.029,0.331,,,0.6,5.8,0,40,D,0
7/19/2026,,MIN,Ryan Kreidler,Shota Imanaga,🤔 Average,28,39,2.1,,48.40%,,,0.167,0.285,,,0.9,11.3,0,39,D,0
7/19/2026,,CIN,Ke'Bryan Hayes,Ryan Feltner,🎯 Target,28,22,0.9,,40%,,,0.077,0.316,,,0.5,28.5,0,45,C,0
7/19/2026,,NYY,Anthony Volpe,Will Klein,🤔 Average,27,25,0.6,,41.20%,,,0.078,0.294,,,0.9,-6.5,0,38,D,0
7/19/2026,,SD,Sung-Mun Song,Noah Cameron,🎯 Target,27,17,0.9,,39.80%,,,0.08,0.267,,,0.6,1.7,0,41,D,0
7/19/2026,,COL,Tyler Freeman,Hunter Greene,🤔 Average,27,15,0.4,,29%,,,0.075,0.302,,,0.9,6.9,0,38,D,0
