player_id,name,team,stolen_bases,caught_stealing,sb_pct,sb_opportunities
694374,Tim Tawa,AZ,0,2,0.0,0
664056,Harrison Bader,SF,0,0,0.0,0
701852,Drew Cavanaugh,SF,0,0,0.0,0
691907,Tsung-Che Cheng,BOS,0,1,0.0,0
623168,Tyler Heineman,LAA,0,0,0.0,0
680737,Michael Helman,TEX,0,0,0.0,0
663697,Jonathan India,KC,0,0,0.0,0
690291,Jace Jung,DET,0,0,0.0,0
805672,Collin Price,HOU,0,0,0.0,0
596117,Garrett Stubbs,PHI,0,0,0.0,0
670242,Matt Wallner,MIN,0,1,0.0,0
669224,Austin Wells,NYY,0,0,0.0,0
807727,Charles McAdoo,TOR,0,0,0.0,0
670097,Zack Short,NYM,0,0,0.0,0
605244,Aramis Garcia,AZ,0,0,0.0,0
694025,Felix Reyes,PHI,0,0,0.0,0
602104,Ramón Urías,STL,0,1,0.0,0
669398,Gage Workman,DET,0,0,0.0,0
805904,Zach Cole,HOU,0,0,0.0,0
699625,Jimmy Crooks,STL,0,0,0.0,0
656976,Pavin Smith,AZ,0,0,0.0,0
665953,Andrés Chaparro,WSH,0,0,0.0,0
672642,Steward Berroa,PHI,0,0,0.0,0
660710,Rodolfo Durán,SD,0,0,0.0,0
669288,Daniel Johnson,HOU,0,0,0.0,0
666310,Bo Naylor,CLE,0,0,0.0,0
690022,Ryan Ritter,COL,0,0,0.0,0
669256,Nick Solak,SD,0,0,0.0,0
666023,Freddy Fermin,SD,0,1,0.0,0
663330,Jahmai Jones,DET,0,2,0.0,0
608701,Rob Refsnyder,SEA,0,0,0.0,0
