player_id,name,team,stolen_bases,caught_stealing,sb_pct,sb_opportunities
663584,Hayden Senger,NYM,0,0,0.0,0
694376,Shay Whitcomb,HOU,0,0,0.0,0
669208,Ryan Bliss,SEA,0,0,0.0,0
608841,Joey Meneses,ATH,0,0,0.0,0
642020,Chuckie Robinson,LAD,0,0,0.0,0
621550,Patrick Wisdom,SEA,0,0,0.0,0
677956,Rece Hinds,CIN,0,0,0.0,0
687282,Gabriel Rincones Jr.,PHI,0,0,0.0,0
665561,Rafael Marchán,PHI,0,0,0.0,0
682634,Kevin Alcántara,CHC,0,1,0.0,0
600869,Jeimer Candelario,LAA,0,0,0.0,0
700246,Carson Williams,TB,0,0,0.0,0
660644,Vidal Bruján,NYM,0,1,0.0,0
686554,Oliver Dunn,TB,0,0,0.0,0
506702,Sandy León,ATL,0,0,0.0,0
686823,Will Brennan,SF,0,0,0.0,0
628451,Andy Ibáñez,NYM,0,0,0.0,0
467793,Carlos Santana,AZ,0,0,0.0,0
805249,Otto Kemp,PHI,0,0,0.0,0
642851,Austin Wynns,ATL,0,0,0.0,0
683766,Christian Koss,SF,0,0,0.0,0
669221,Sean Murphy,ATL,0,0,0.0,0
663967,César Salazar,HOU,0,0,0.0,0
680718,Addison Barger,TOR,0,0,0.0,0
677060,Chad Stevens,COL,0,0,0.0,0
690925,Clayton Beeter,WSH,0,0,0.0,0
621112,Paul Blackburn,NYY,0,0,0.0,0
680694,Kyle Bradish,BAL,0,0,0.0,0
666185,Dylan Carlson,CHC,0,0,0.0,0
547973,Aroldis Chapman,BOS,0,0,0.0,0
669360,Trei Cruz,DET,0,0,0.0,0
676263,Jack Dreyer,LAD,0,0,0.0,0
661395,Jhoan Duran,PHI,0,0,0.0,0
685126,Brandon Eisert,CWS,0,0,0.0,0
668674,Lucas Erceg,KC,0,0,0.0,0
608032,Carlos Estévez,KC,0,0,0.0,0
664126,Pete Fairbanks,MIA,0,0,0.0,0
693459,Kyler Fedko,MIN,0,1,0.0,0
607536,Kyle Freeland,COL,0,0,0.0,0
800311,Didier Fuentes,ATL,0,0,0.0,0
670329,Rico Garcia,BAL,0,0,0.0,0
806188,Cade Gibson,MIA,0,0,0.0,0
669372,J.T. Ginn,ATH,0,0,0.0,0
668974,Maverick Handley,BAL,0,0,0.0,0
695391,Brett Harris,ATH,0,0,0.0,0
683618,Edgardo Henriquez,LAD,0,0,0.0,0
656529,Sam Hentges,SF,0,0,0.0,0
623474,Jimmy Herget,COL,0,0,0.0,0
675448,Blake Hunt,SD,0,0,0.0,0
628452,Raisel Iglesias,ATL,0,0,0.0,0
687531,William Kempner,MIA,0,0,0.0,0
671083,Buddy Kennedy,SF,0,0,0.0,0
596146,Max Kepler,AZ,0,0,0.0,0
689147,Orion Kerkering,PHI,0,0,0.0,0
641755,Tyler Kinley,ATL,0,0,0.0,0
656638,Alex Lange,KC,0,0,0.0,0
656641,Jacob Latz,TEX,0,0,0.0,0
695418,Brad Lord,WSH,0,0,0.0,0
642528,Jonathan Loáisiga,AZ,0,0,0.0,0
625643,Reynaldo López,ATL,0,0,0.0,0
656730,Trevor Megill,MIL,0,0,0.0,0
703492,Nick Morabito,NYM,0,1,0.0,0
640459,Brian Navarreto,MIA,0,0,0.0,0
694037,Daniel Palencia,CHC,0,0,0.0,0
694477,Chad Patrick,MIL,0,0,0.0,0
678022,Jack Perkins,ATH,0,0,0.0,0
502054,Tommy Pham,NYM,0,0,0.0,0
693409,César Prieto,STL,0,0,0.0,0
691620,Jeferson Quero,MIL,0,0,0.0,0
687377,Orlando Ribalta,WSH,0,0,0.0,0
670950,Trevor Richards,CWS,0,0,0.0,0
702275,JR Ritchie,ATL,0,0,0.0,0
671286,Johnathan Rodríguez,BAL,0,0,0.0,0
669020,Ryan Rolison,CHC,0,0,0.0,0
687606,Paxton Schultz,WSH,0,0,0.0,0
657756,Connor Seabold,KC,0,0,0.0,0
622608,Antonio Senzatela,COL,0,0,0.0,0
663767,Chase Shugart,PHI,0,0,0.0,0
672279,Michael Siani,BAL,0,0,0.0,0
671922,Cade Smith,CLE,0,0,0.0,0
681916,Dylan Smith,SF,0,0,0.0,0
666277,George Soriano,STL,0,0,0.0,0
642100,Gabe Speier,SEA,0,0,0.0,0
663158,Robert Suarez,ATL,0,0,0.0,0
573204,Caleb Thielbar,CHC,0,0,0.0,0
676568,Ricky Vanasco,DET,0,0,0.0,0
681402,Gus Varland,WSH,0,0,0.0,0
681911,Alex Vesia,LAD,0,0,0.0,0
676684,Will Vest,DET,0,0,0.0,0
680767,Victor Vodnik,COL,0,0,0.0,0
596133,Luke Weaver,NYM,0,0,0.0,0
673995,Davis Wendzel,PIT,0,0,0.0,0
676477,Garrett Whitlock,BOS,0,0,0.0,0
642207,Devin Williams,NYM,0,0,0.0,0
663897,Luke Williams,ATL,0,0,0.0,0
676775,Keaton Winn,SF,0,0,0.0,0
