export_date,Slot,Team,Player,Pitcher,Grade,TrueHR,Matchup,ZF,Form (gHR),SimHR%,ISO,xwOBA,PulledBrl%,Brl/BIP%,HR/FB%,FB%,HH%,LA°,Barrel Signal
2026-07-07,,SF,Jesus Rodriguez,Spencer Miles,,47,72,5.6,25.0,29.1%,0.297,0.29,0.0,0%,0.333,30.0,20.0,6.9,0
2026-07-07,,LAA,Jorge Soler,Jacob deGrom,,47,47,2.9,15.0,0%,0.179,0.298,0.0,0%,0.0,25.0,20.8,20.2,0
2026-07-07,,ATH,Alika Williams,Tarik Skubal,‼️ Elite,47,30,2.5,22.0,12.2%,0.198,0.221,0.0,0%,0.333,16.7,16.7,16.7,0
2026-07-07,,COL,TJ Rumfield,Justin Wrobleski,,47,44,3.3,17.0,0%,0.14,0.336,0.0,0%,0.0,15.6,12.5,18.4,0
2026-07-07,,WSH,Curtis Mead,Tatsuya Imai,,47,59,4.9,18.0,12.3%,0.249,0.357,0.0,0%,0.335,10.3,34.5,3.5,0
2026-07-07,,STL,Jordan Walker,Jacob Misiorowski,‼️ Elite,47,32,3.0,25.0,8.7%,0.295,0.351,0.0,24.8%,0.502,13.3,30.0,22.9,0
2026-07-07,,TOR,Alejandro Kirk,Trevor McDonald,,46,36,2.5,8.0,0%,0.104,0.269,0.0,0%,0.0,10.0,30.0,15.1,0
2026-07-07,,CIN,Nathaniel Lowe,Zack Wheeler,,46,69,3.4,10.0,0%,0.103,0.344,0.0,0%,0.0,7.1,7.1,3.6,0
2026-07-07,,SD,Jake Cronenworth,Zac Gallen,,46,28,0.0,23.0,15%,0.105,0.279,3.6,33.6%,0.334,10.7,17.9,9.7,0
2026-07-07,,SF,Drew Gilbert,Spencer Miles,,46,50,1.9,24.0,16%,0.292,0.299,0.0,0%,0.999,9.1,18.2,12.7,0
2026-07-07,,CHC,Pedro Ramírez,Shane Baz,💥 Hittable,46,48,1.7,14.0,0%,0.187,0.309,0.0,0%,0.0,10.0,40.0,11.9,0
2026-07-07,,COL,Jordan Beck,Justin Wrobleski,,46,66,1.5,15.0,0%,0.202,0.265,0.0,0%,0.0,20.0,10.0,9.7,0
2026-07-07,,HOU,Jose Altuve,Andrew Alvarez,,45,58,3.9,20.0,6.6%,0.185,0.285,0.0,0%,0.201,16.1,22.6,17.0,0
2026-07-07,,MIL,Gary Sánchez,Matt Svanson,💥 Hittable,45,49,2.2,16.0,0%,0.193,0.376,0.0,0%,0.0,30.0,40.0,37.7,0
2026-07-07,,MIL,William Contreras,Matt Svanson,💥 Hittable,45,54,2.2,9.0,0%,0.118,0.345,0.0,0%,0.0,9.4,28.1,13.5,0
2026-07-07,,BAL,Taylor Ward,Matthew Boyd,🤔 Average,45,55,1.0,10.0,0%,0.085,0.339,0.0,11%,0.0,34.6,26.9,14.7,0
2026-07-07,,TB,Jonathan Aranda,Will Warren,,45,63,2.3,17.0,0%,0.164,0.36,0.0,0%,0.0,19.4,22.6,6.5,0
2026-07-07,,STL,Nelson Velázquez,Jacob Misiorowski,🤔 Average,45,57,4.3,27.0,12.8%,0.307,0.423,0.0,33.5%,0.334,20.0,60.0,2.3,0
2026-07-07,,STL,Nathan Church,Jacob Misiorowski,‼️ Elite,45,25,1.9,30.0,13.9%,0.271,0.295,0.0,0%,0.428,25.0,32.1,15.7,0
2026-07-07,,MIA,Liam Hicks,Bryan Woo,,45,75,4.2,15.0,0%,0.174,0.324,0.0,0%,0.0,12.9,16.1,6.5,0
2026-07-07,,MIA,Jakob Marsee,Bryan Woo,,45,41,1.0,29.0,9.7%,0.114,0.298,0.0,0%,0.167,22.2,22.2,15.3,0
2026-07-07,,ATL,Mike Yastrzemski,Paul Skenes,⚠️ Tough,44,35,2.1,24.0,8.5%,0.142,0.314,0.0,0%,0.25,18.2,27.3,16.7,0
2026-07-07,,HOU,Isaac Paredes,Andrew Alvarez,,44,62,3.7,17.0,6.5%,0.132,0.322,0.0,0%,0.167,20.0,20.0,23.5,0
2026-07-07,,AZ,Jose Fernandez,Germán Márquez,,44,42,2.2,8.0,7.1%,0.097,0.272,0.0,,,0.0,30.0,22.0,0
2026-07-07,,NYM,Mark Vientos,Seth Lugo,,44,51,3.4,23.0,11.7%,0.241,0.324,0.0,24.9%,0.25,33.3,33.3,9.4,0
2026-07-07,,CLE,George Valera,Taj Bradley,,44,35,0.0,14.0,4.3%,0.096,0.222,0.0,,,0.0,40.0,16.1,0
2026-07-07,,MIN,Ryan Kreidler,Joey Cantillo,,44,50,2.5,12.0,0%,0.188,0.297,0.0,0%,0.0,8.0,12.0,11.3,0
2026-07-07,,CHC,Carson Kelly,Shane Baz,💥 Hittable,44,40,2.0,11.0,0%,0.109,0.333,0.0,0%,0.0,15.4,30.8,21.9,0
2026-07-07,,LAA,Josh Lowe,Jacob deGrom,‼️ Elite,44,24,0.7,27.0,7%,0.241,0.28,0.0,0%,0.167,30.0,30.0,28.7,0
2026-07-07,,STL,Alec Burleson,Jacob Misiorowski,‼️ Elite,44,39,2.7,20.0,8.6%,0.139,0.38,0.0,0%,0.334,12.5,33.3,12.0,0
2026-07-07,,TEX,Andrew McCutchen,José Soriano,,43,41,1.2,12.0,0%,0.068,0.232,0.0,0%,0.0,30.0,10.0,16.0,0
2026-07-07,,KC,Nick Loftin,Cionel Pérez,,43,43,1.1,12.0,0%,0.146,0.33,0.0,0%,0.0,23.8,9.5,20.5,0
2026-07-07,,BOS,Wilyer Abreu,Unknown (702273),,43,39,1.6,11.0,0%,0.135,0.343,0.0,0%,0.0,14.3,17.9,20.8,0
2026-07-07,,SEA,Patrick Wisdom,Max Meyer,,43,31,2.2,16.0,0%,0.098,0.262,0.0,0%,0.0,30.0,20.0,18.8,0
2026-07-07,,COL,Willi Castro,Justin Wrobleski,,43,50,1.7,8.0,0%,0.114,0.298,0.0,0%,0.0,10.0,15.0,17.4,0
2026-07-07,,WSH,Andrés Chaparro,Tatsuya Imai,,43,18,0.0,18.0,6.4%,0.244,0.356,0.0,0%,0.5,20.0,30.0,20.4,0
2026-07-07,,HOU,Taylor Trammell,Andrew Alvarez,,42,45,3.0,29.0,4.6%,0.192,0.298,0.0,0%,0.2,23.8,23.8,12.9,0
2026-07-07,,KC,Michael Massey,Cionel Pérez,,42,38,2.5,13.0,0%,0.167,0.313,0.0,0%,0.0,5.3,26.3,15.3,0
2026-07-07,,CWS,Tristan Peters,Payton Tolle,,42,39,2.0,36.0,8.1%,0.192,0.31,0.0,0%,0.167,22.2,29.6,3.7,0
2026-07-07,,CWS,Jacob Gonzalez,Payton Tolle,,42,41,1.0,14.0,0%,0.157,0.314,0.0,0%,0.0,14.3,42.9,11.8,0
2026-07-07,,PHI,Derek Hill,Andrew Abbott,,42,60,4.8,9.0,0%,0.171,0.277,0.0,0%,0.0,10.0,0.0,14.9,0
2026-07-07,,SD,Xander Bogaerts,Zac Gallen,,42,36,0.4,8.0,0%,0.106,0.311,0.0,0%,0.0,3.8,30.8,11.7,0
2026-07-07,,CHC,Ian Happ,Shane Baz,💥 Hittable,42,70,3.8,9.0,0%,0.1,0.325,0.0,0%,0.0,12.5,8.3,10.4,0
2026-07-07,,TB,Richie Palacios,Will Warren,,42,30,0.6,28.0,14.9%,0.136,0.289,0.0,0%,0.2,29.4,11.8,18.2,0
2026-07-07,,DET,Spencer Torkelson,J.T. Ginn,🤔 Average,42,58,3.5,19.0,7.1%,0.16,0.319,0.0,20%,0.2,18.5,29.6,8.0,0
2026-07-07,,DET,James Outman,J.T. Ginn,🤔 Average,42,61,5.5,24.0,6.9%,0.141,0.23,0.0,0%,0.2,21.7,4.3,15.1,0
2026-07-07,,STL,Lars Nootbaar,Jacob Misiorowski,‼️ Elite,42,32,1.7,23.0,0%,0.089,0.346,4.8,20.2%,0.0,23.8,28.6,13.3,0
2026-07-07,,PIT,Jared Triolo,Hurston Waldrep,,41,27,0.4,15.0,8.5%,0.228,0.269,0.0,0%,0.5,8.7,30.4,16.4,0
2026-07-07,,CWS,Andrew Benintendi,Payton Tolle,,41,44,2.2,9.0,0%,0.102,0.337,0.0,0%,0.0,13.6,27.3,17.3,0
2026-07-07,,CWS,Sam Antonacci,Payton Tolle,,41,33,1.4,31.0,6.9%,0.158,0.363,0.0,0%,0.111,36.0,32.0,0.5,0
2026-07-07,,BAL,Tyler O'Neill,Matthew Boyd,🤔 Average,41,41,1.2,27.0,15.9%,0.284,0.303,0.0,33.3%,0.333,30.0,20.0,31.1,0
2026-07-07,,COL,Tyler Freeman,Justin Wrobleski,,41,46,0.5,10.0,0%,0.085,0.304,0.0,0%,0.0,25.0,30.0,11.5,0
2026-07-07,,DET,Hao-Yu  Lee,J.T. Ginn,🤔 Average,41,38,2.0,15.0,14.2%,0.219,0.269,0.0,0%,0.498,11.8,29.4,15.5,0
2026-07-07,,MIA,Leo Jiménez,Bryan Woo,⚠️ Tough,41,28,1.2,28.0,9.4%,0.199,0.3,0.0,0%,0.2,22.7,40.9,9.9,0
2026-07-07,,NYY,José Caballero,Ian Seymour,,40,57,3.7,18.0,20.6%,0.248,0.276,0.0,25%,0.5,20.0,15.0,4.7,0
2026-07-07,,ATL,Mauricio Dubón,Paul Skenes,⚠️ Tough,40,26,2.0,21.0,7.4%,0.168,0.321,0.0,0%,0.199,15.2,24.2,21.9,0
2026-07-07,,PIT,Nick Gonzales,Hurston Waldrep,,40,34,1.0,24.0,9.8%,0.157,0.316,0.0,0%,0.497,6.7,36.7,6.5,0
2026-07-07,,CIN,Eugenio Suárez,Zack Wheeler,,40,44,2.9,10.0,0%,0.096,0.278,0.0,0%,0.0,20.0,20.0,26.1,0
2026-07-07,,BOS,Andruw Monasterio,Unknown (702273),,40,32,1.1,8.0,0%,0.106,0.293,0.0,0%,0.0,18.8,31.2,19.3,0
2026-07-07,,BOS,Anthony Seigler,Unknown (702273),,40,33,1.2,16.0,0%,0.167,0.324,0.0,0%,0.0,27.3,22.7,14.5,0
2026-07-07,,MIN,Alex Jackson,Joey Cantillo,,40,43,2.0,16.0,17.3%,0.249,0.284,0.0,0%,1.0,10.0,20.0,-4.9,0
2026-07-07,,LAA,Jo Adell,Jacob deGrom,,40,37,2.2,10.0,0%,0.142,0.292,0.0,0%,0.0,18.2,27.3,22.7,0
2026-07-07,,TB,Victor Mesa Jr.,Will Warren,,40,45,2.5,15.0,0%,0.132,0.294,0.0,0%,0.0,21.1,15.8,21.7,0
2026-07-07,,DET,Matt Vierling,J.T. Ginn,🤔 Average,40,36,1.3,10.0,0%,0.148,0.304,0.0,0%,0.0,9.1,54.5,22.7,0
2026-07-07,,HOU,Brice Matthews,Andrew Alvarez,,39,49,3.0,17.0,16.8%,0.234,0.268,0.0,0%,0.333,30.0,20.0,12.5,0
2026-07-07,,AZ,James McCann,Germán Márquez,,39,35,0.0,5.0,0%,0.051,0.223,0.0,0%,0.0,10.0,70.0,17.5,0
2026-07-07,,AZ,Gabriel Moreno,Germán Márquez,,39,44,2.3,11.0,0%,0.141,0.358,0.0,0%,0.0,3.3,16.7,9.1,0
2026-07-07,,CWS,Chase Meidroth,Payton Tolle,,39,58,1.7,17.0,22.8%,0.129,0.279,0.0,0%,0.5,6.9,24.1,-2.8,0
2026-07-07,,STL,Thomas Saggese,Jacob Misiorowski,‼️ Elite,39,23,2.1,36.0,6.3%,0.518,0.301,0.0,0%,0.5,20.0,20.0,10.3,0
2026-07-07,,MIA,Xavier Edwards,Bryan Woo,,39,48,1.2,17.0,0%,0.071,0.333,0.0,0%,0.0,25.0,9.4,18.1,0
2026-07-07,,MIA,Javier Sanoja,Bryan Woo,,39,35,0.6,24.0,16.4%,0.305,0.29,0.0,24.6%,0.25,13.8,41.4,3.4,0
2026-07-07,,SD,Rodolfo Durán,Zac Gallen,,38,47,4.6,11.0,0%,0.171,0.236,0.0,0%,0.0,16.7,16.7,8.3,0
2026-07-07,,NYM,Luis Torrens,Seth Lugo,,38,41,1.5,20.0,21.8%,0.255,0.275,0.0,0%,0.499,15.4,30.8,9.3,0
2026-07-07,,COL,Troy Johnston,Justin Wrobleski,,38,37,0.4,17.0,0%,0.072,0.339,0.0,0%,0.0,25.0,20.8,12.1,0
2026-07-07,,TB,Yandy Díaz,Will Warren,,38,57,2.9,11.0,0%,0.166,0.375,0.0,0%,0.0,7.4,25.9,4.3,0
2026-07-07,,LAD,Hyeseong Kim,Michael Lorenzen,,37,46,0.8,11.0,0%,0.069,0.288,0.0,0%,0.0,10.0,50.0,9.2,0
2026-07-07,,CLE,Daniel Schneemann,Taj Bradley,,37,45,2.8,14.0,0%,0.124,0.298,0.0,0%,0.0,17.6,23.5,9.1,0
2026-07-07,,CLE,Kahlil Watson,Taj Bradley,🤔 Average,37,35,0.0,16.0,0%,0.078,0.256,0.0,0%,0.0,22.2,11.1,18.5,0
2026-07-07,,CHC,Miguel Amaya,Shane Baz,💥 Hittable,37,36,0.9,8.0,0%,0.124,0.301,0.0,0%,0.0,16.7,16.7,21.6,0
2026-07-07,,BAL,Pete Alonso,Matthew Boyd,🤔 Average,37,55,3.2,10.0,0%,0.127,0.39,0.0,0%,0.0,20.0,28.0,6.5,0
2026-07-07,,SEA,Colt Emerson,Max Meyer,,37,56,4.0,16.0,0%,0.212,0.251,0.0,0%,0.0,15.0,0.0,4.9,0
2026-07-07,,ATH,Zack Gelof,Tarik Skubal,‼️ Elite,37,37,3.8,10.0,0%,0.144,0.289,0.0,0%,0.0,20.0,40.0,-0.1,0
2026-07-07,,BOS,Nate Eaton,Unknown (702273),,36,41,2.6,9.0,1.9%,0.179,0.305,0.0,,,0.0,0.0,21.2,0
2026-07-07,,BOS,Caleb Durbin,Unknown (702273),,36,40,2.0,16.0,17.9%,0.258,0.288,0.0,0%,0.666,12.5,16.7,-4.2,0
2026-07-07,,SD,Samad Taylor,Zac Gallen,,36,40,1.2,11.0,0%,0.084,0.315,0.0,50%,0.0,10.0,10.0,8.5,0
2026-07-07,,MIL,Blake Perkins,Matt Svanson,💥 Hittable,36,30,1.1,8.0,0%,0.12,0.268,0.0,0%,0.0,20.0,30.0,20.5,0
2026-07-07,,LAA,Denzer Guzman,Jacob deGrom,,36,52,3.3,10.0,0%,0.138,0.316,0.0,0%,0.0,19.0,4.8,10.9,0
2026-07-07,,LAD,Santiago Espinal,Michael Lorenzen,,35,47,1.9,11.0,8.1%,0.107,0.282,0.0,,,0.0,30.0,9.4,0
2026-07-07,,NYY,J.C. Escarra,Ian Seymour,,35,32,0.0,20.0,0%,0.082,0.272,0.0,0%,0.0,60.0,40.0,24.2,0
2026-07-07,,PHI,Edmundo Sosa,Andrew Abbott,,35,47,1.6,11.0,5.4%,0.158,0.309,0.0,,,0.0,30.0,1.0,0
2026-07-07,,PHI,Felix Reyes,Andrew Abbott,,35,49,3.0,8.0,4.9%,0.105,0.251,0.0,,,0.0,30.0,9.3,0
2026-07-07,,ATH,Carlos Cortes,Tarik Skubal,‼️ Elite,35,29,1.3,13.0,0%,0.141,0.349,0.0,0%,0.0,14.3,35.7,3.7,0
2026-07-07,,WSH,Dylan Crews,Tatsuya Imai,,35,47,3.7,17.0,6%,0.117,0.343,0.0,16.5%,0.167,20.0,26.7,5.4,0
2026-07-07,,PIT,Nick Yorke,Hurston Waldrep,🎯 Target,34,29,1.0,7.0,1.2%,0.079,0.288,0.0,,,0.0,20.0,18.3,0
2026-07-07,,CIN,Will Benson,Zack Wheeler,,34,51,1.6,14.0,0%,0.146,0.319,0.0,0%,0.0,20.0,0.0,31.5,0
2026-07-07,,MIL,Joey Ortiz,Matt Svanson,💥 Hittable,34,45,0.9,16.0,16.7%,0.109,0.282,0.0,0%,0.25,17.4,26.1,6.7,0
2026-07-07,,NYM,Jared Young,Seth Lugo,,34,55,3.0,18.0,0%,0.176,0.291,0.0,0%,0.0,21.7,30.4,-6.9,0
2026-07-07,,LAA,Wade Meckler,Jacob deGrom,,34,46,0.9,10.0,0%,0.115,0.313,0.0,0%,0.0,7.1,28.6,3.5,0
2026-07-07,,STL,Masyn Winn,Jacob Misiorowski,‼️ Elite,34,23,0.6,18.0,5.3%,0.116,0.301,0.0,20.1%,0.199,17.9,28.6,24.7,0
2026-07-07,,ATL,Dominic Smith,Paul Skenes,⚠️ Tough,33,37,1.2,7.0,0%,0.061,0.321,0.0,0%,0.0,10.0,25.0,15.5,0
2026-07-07,,HOU,Braden Shewmake,Andrew Alvarez,,33,40,3.9,11.0,0%,0.122,0.31,0.0,0%,0.0,10.0,20.0,14.7,0
2026-07-07,,PIT,Tyler Callihan,Hurston Waldrep,,33,41,2.0,14.0,1%,0.234,0.285,0.0,,,0.0,27.3,0.6,0
2026-07-07,,PHI,Rafael Marchán,Andrew Abbott,,33,39,2.4,15.0,0%,0.074,0.241,0.0,0%,0.0,20.0,20.0,26.9,0
2026-07-07,,MIA,Esteury Ruiz,Bryan Woo,,33,62,3.2,8.0,0%,0.109,0.324,0.0,0%,0.0,15.4,7.7,27.3,0
2026-07-07,,MIA,Agustín Ramírez,Bryan Woo,,33,32,2.0,11.0,0%,0.115,0.285,0.0,0%,0.0,10.0,30.0,17.5,0
2026-07-07,,TEX,Nicky Lopez,José Soriano,,32,42,0.8,8.0,0%,0.04,0.263,0.0,0%,0.0,4.5,13.6,-12.0,0
2026-07-07,,ATL,Austin Riley,Paul Skenes,⚠️ Tough,32,24,1.6,16.0,4.9%,0.101,0.291,0.0,19.8%,0.201,17.2,13.8,19.0,0
2026-07-07,,MIL,Andrew Vaughn,Matt Svanson,💥 Hittable,32,43,0.6,13.0,0%,0.17,0.369,0.0,0%,0.0,6.2,18.8,1.5,0
2026-07-07,,CLE,Petey Halpin,Taj Bradley,,32,29,0.0,11.0,0%,0.057,0.232,0.0,0%,0.0,20.0,20.0,19.3,0
2026-07-07,,MIN,Matt Wallner,Joey Cantillo,,32,28,1.1,7.0,1.9%,0.125,0.279,0.0,,,0.0,0.0,21.8,0
2026-07-07,,SEA,Leo Rivas,Max Meyer,,32,22,0.0,8.0,0%,0.04,0.23,0.0,0%,0.0,30.0,10.0,18.5,0
2026-07-07,,ATH,Jeff McNeil,Tarik Skubal,‼️ Elite,32,21,0.8,20.0,0%,0.066,0.293,0.0,0%,0.0,53.8,38.5,12.5,0
2026-07-07,,ATH,Max Muncy,Tarik Skubal,‼️ Elite,32,34,2.9,12.0,1.5%,0.126,0.276,0.0,,,0.0,16.7,9.8,0
2026-07-07,,TB,Nick Fortes,Will Warren,,32,36,1.1,16.0,23.6%,0.203,0.269,0.0,0%,0.25,28.6,28.6,4.9,0
2026-07-07,,DET,Gage Workman,J.T. Ginn,🤔 Average,32,49,2.9,22.0,0%,0.127,0.278,0.0,0%,0.0,40.0,10.0,9.1,0
2026-07-07,,WSH,Joey Wiemer,Tatsuya Imai,,32,29,0.0,24.0,2.3%,0.275,0.325,0.0,,,0.0,20.0,-3.1,0
2026-07-07,,STL,José Fermín,Jacob Misiorowski,‼️ Elite,32,26,1.8,11.0,0%,0.159,0.291,0.0,0%,0.0,20.8,16.7,17.7,0
2026-07-07,,STL,Pedro Pagés,Jacob Misiorowski,‼️ Elite,32,19,1.2,12.0,0%,0.127,0.262,0.0,0%,0.0,10.0,30.0,19.3,0
2026-07-07,,NYY,Spencer Jones,Ian Seymour,,31,36,1.2,11.0,3.3%,0.157,0.27,0.0,,,0.0,20.0,22.5,0
2026-07-07,,HOU,Zach Cole,Andrew Alvarez,,31,27,1.9,15.0,0.9%,0.196,0.267,0.0,,,0.0,40.0,9.9,0
2026-07-07,,CWS,Braden Montgomery,Payton Tolle,,31,44,2.0,11.0,0%,0.14,0.302,0.0,0%,0.0,10.0,30.0,0.3,0
2026-07-07,,BAL,Blaze Alexander,Matthew Boyd,🤔 Average,31,44,1.4,11.0,0%,0.119,0.33,0.0,0%,0.0,13.0,34.8,1.7,0
2026-07-07,,BAL,Gunnar Henderson,Matthew Boyd,🤔 Average,31,30,2.5,14.0,0%,0.108,0.296,0.0,0%,0.0,21.4,25.0,15.6,0
2026-07-07,,LAA,Oswald Peraza,Jacob deGrom,,31,44,2.7,8.0,0%,0.147,0.295,0.0,0%,0.0,10.0,0.0,11.9,0
2026-07-07,,LAA,Logan O'Hoppe,Jacob deGrom,,31,34,1.8,8.0,3.4%,0.104,0.257,0.0,,,0.0,28.6,27.5,0
2026-07-07,,STL,Nolan Gorman,Jacob Misiorowski,‼️ Elite,31,25,1.7,17.0,0%,0.124,0.29,0.0,0%,0.0,20.0,20.0,25.5,0
2026-07-07,,AZ,Pavin Smith,Germán Márquez,,30,25,0.0,7.0,0%,0.056,0.273,0.0,0%,0.0,12.5,25.0,22.2,0
2026-07-07,,SF,Willy Adames,Spencer Miles,,30,45,3.1,13.0,0%,0.125,0.281,0.0,0%,0.0,11.8,35.3,28.7,0
2026-07-07,,WSH,Brady House,Tatsuya Imai,,30,42,2.6,11.0,0%,0.123,0.31,0.0,0%,0.0,20.0,20.0,8.9,0
2026-07-07,,TEX,Alejandro Osuna,José Soriano,,29,28,0.0,15.0,0%,0.026,0.311,0.0,0%,0.0,28.6,9.5,0.3,0
2026-07-07,,NYY,Cody Bellinger,Ian Seymour,,29,47,2.4,11.0,0%,0.066,0.352,0.0,0%,0.0,19.2,19.2,29.5,0
2026-07-07,,NYY,Jazz Chisholm Jr.,Ian Seymour,,29,42,2.3,9.0,0%,0.091,0.298,0.0,0%,0.0,5.3,36.8,10.9,0
2026-07-07,,NYM,Jorge Polanco,Seth Lugo,,29,54,2.9,11.0,0%,0.107,0.288,0.0,50%,0.0,20.0,30.0,0.8,0
2026-07-07,,NYM,Brett Baty,Seth Lugo,,29,45,1.2,13.0,0%,0.1,0.294,0.0,0%,0.0,15.4,34.6,9.5,0
2026-07-07,,CLE,Patrick Bailey,Taj Bradley,🤔 Average,29,46,1.3,6.0,4.4%,0.078,0.291,0.0,,,0.0,40.0,3.7,0
2026-07-07,,COL,Edouard Julien,Justin Wrobleski,,29,33,1.0,9.0,0%,0.068,0.341,0.0,0%,0.0,4.3,26.1,1.7,0
2026-07-07,,HOU,Nick Allen,Andrew Alvarez,🤔 Average,28,68,1.2,5.0,0%,0.062,0.229,0.0,0%,0.0,21.1,5.3,32.8,0
2026-07-07,,HOU,Zach Dezenzo,Andrew Alvarez,,28,59,2.3,6.0,1.5%,0.117,0.264,0.0,,,0.0,0.0,9.5,0
2026-07-07,,KC,Starling Marte,Cionel Pérez,,28,46,1.0,6.0,1.6%,0.065,0.331,0.0,,,0.0,33.3,-0.7,0
2026-07-07,,BOS,Connor Wong,Unknown (702273),,28,33,0.9,7.0,1.9%,0.109,0.313,0.0,,,0.0,0.0,15.8,0
2026-07-07,,LAA,Vaughn Grissom,Jacob deGrom,,28,38,1.0,9.0,0%,0.131,0.341,0.0,0%,0.0,8.3,8.3,6.8,0
2026-07-07,,COL,Braxton Fulford,Justin Wrobleski,‼️ Elite,28,21,2.0,7.0,0%,0.122,0.216,0.0,0%,0.0,10.0,0.0,16.1,0
2026-07-07,,TOR,Vladimir Guerrero Jr.,Trevor McDonald,,27,27,0.6,7.0,0%,0.079,0.339,0.0,0%,0.0,12.5,20.8,-4.7,0
2026-07-07,,SD,Miguel Andujar,Zac Gallen,,27,32,0.6,7.0,0%,0.08,0.304,0.0,0%,0.0,17.6,23.5,0.8,0
2026-07-07,,SD,Jase Bowen,Zac Gallen,,27,35,0.0,7.0,0%,0.095,0.217,0.0,0%,0.0,10.0,10.0,11.2,0
2026-07-07,,SD,Will Wagner,Zac Gallen,,27,49,0.0,2.0,5%,0.029,0.332,0.0,,,0.0,0.0,5.8,0
2026-07-07,,MIN,Tristan Gray,Joey Cantillo,,27,42,1.3,14.0,0%,0.107,0.278,0.0,0%,0.0,20.0,6.7,1.4,0
2026-07-07,,BAL,Leody Taveras,Matthew Boyd,🤔 Average,27,17,0.7,21.0,15.3%,0.18,0.281,0.0,0%,0.334,17.6,17.6,11.3,0
2026-07-07,,BAL,Dylan Beavers,Matthew Boyd,🤔 Average,27,29,0.8,16.0,0%,0.087,0.295,0.0,0%,0.0,23.1,15.4,16.3,0
2026-07-07,,SEA,Jhonny Pereda,Max Meyer,,27,26,0.0,7.0,2.1%,0.095,0.332,0.0,,,0.0,20.0,-7.9,0
2026-07-07,,SEA,Connor Joe,Max Meyer,,27,25,0.0,12.0,1.5%,0.128,0.331,0.0,,,0.0,10.0,-0.1,0
2026-07-07,,WSH,Jorbit Vivas,Tatsuya Imai,,27,37,1.5,9.0,0%,0.096,0.296,0.0,0%,0.0,7.7,23.1,7.4,0
2026-07-07,,STL,Blaze Jordan,Jacob Misiorowski,‼️ Elite,27,21,1.2,12.0,0%,0.125,0.297,0.0,0%,0.0,22.2,22.2,12.1,0
2026-07-07,,PIT,Jake Mangum,Hurston Waldrep,🎯 Target,26,35,0.4,10.0,0%,0.07,0.284,0.0,0%,0.0,7.1,21.4,-4.5,0
2026-07-07,,PIT,Billy Cook,Hurston Waldrep,,26,15,0.0,10.0,0%,0.086,0.166,0.0,0%,0.0,30.0,20.0,20.3,0
2026-07-07,,AZ,Tommy Troy,Germán Márquez,,26,44,3.1,9.0,0%,0.124,0.301,0.0,0%,0.0,13.6,18.2,2.0,0
2026-07-07,,CWS,Edgar Quero,Payton Tolle,,26,35,1.2,9.0,0%,0.047,0.258,0.0,50%,0.0,20.0,40.0,3.3,0
2026-07-07,,PHI,Garrett Stubbs,Andrew Abbott,,26,24,0.0,8.0,0%,0.0,0.246,0.0,0%,0.0,20.0,20.0,16.3,0
2026-07-07,,CIN,Tyler Stephenson,Zack Wheeler,‼️ Elite,26,22,1.1,13.0,0%,0.16,0.339,0.0,0%,0.0,20.0,20.0,32.1,0
2026-07-07,,MIL,Sal Frelick,Matt Svanson,💥 Hittable,26,30,0.7,21.0,0%,0.128,0.279,0.0,0%,0.0,30.4,26.1,0.0,0
2026-07-07,,NYM,Bo Bichette,Seth Lugo,,26,47,2.2,8.0,0%,0.089,0.332,0.0,24.8%,0.0,13.3,33.3,5.5,0
2026-07-07,,WSH,Nasim Nuñez,Tatsuya Imai,,26,33,0.4,19.0,11.7%,0.111,0.26,0.0,49.4%,0.5,8.7,17.4,0.0,0
2026-07-07,,STL,Iván Herrera,Jacob Misiorowski,‼️ Elite,26,25,1.8,6.0,0%,0.072,0.355,0.0,0%,0.0,9.7,29.0,-1.7,0
2026-07-07,,NYM,Eric Wagaman,Seth Lugo,,25,38,3.4,13.0,3.1%,0.214,0.339,0.0,,,0.0,10.0,7.3,0
2026-07-07,,BAL,Jackson Holliday,Matthew Boyd,🤔 Average,25,38,3.3,17.0,0%,0.178,0.323,0.0,0%,0.0,15.8,5.3,7.6,0
2026-07-07,,DET,Zach McKinstry,J.T. Ginn,🤔 Average,25,38,0.5,18.0,0%,0.082,0.251,0.0,0%,0.0,30.8,11.5,9.5,0
2026-07-07,,ATL,Eli White,Paul Skenes,⚠️ Tough,24,19,0.8,22.0,7.1%,0.323,0.281,0.0,0%,0.5,20.0,10.0,6.0,0
2026-07-07,,PIT,Marcell Ozuna,Hurston Waldrep,,24,33,1.1,6.0,0.7%,0.122,0.317,0.0,,,0.0,0.0,25.8,0
2026-07-07,,AZ,Alek Thomas,Germán Márquez,,24,35,0.0,12.0,4.5%,0.121,0.279,0.0,,,0.0,30.0,-6.4,0
2026-07-07,,TOR,Eloy Jiménez,Trevor McDonald,,24,26,0.0,2.0,2.1%,0.0,0.276,0.0,,,0.0,30.0,6.8,0
2026-07-07,,CWS,Luisangel Acuña,Payton Tolle,,24,39,0.8,4.0,2.7%,0.036,0.275,0.0,,,0.0,30.0,7.5,0
2026-07-07,,CLE,Rhys Hoskins,Taj Bradley,,24,44,3.0,10.0,0%,0.167,0.29,0.0,0%,0.0,6.7,6.7,6.0,0
