player_id,name,team,sprint_speed,hp_to_1b,bolts,competitive_runs
516782,Starling Marte,KC,25.7,4.44,nan,52
669224,Austin Wells,NYY,25.7,4.66,nan,58
686469,Vinnie Pasquantino,KC,25.7,4.75,nan,93
668901,Mark Vientos,NYM,25.7,4.76,nan,79
660644,Vidal Bruján,NYM,25.7,nan,nan,6
663993,Nathaniel Lowe,CIN,25.7,4.61,nan,89
678011,Anthony Seigler,BOS,25.7,4.66,nan,46
691458,Blaze Jordan,STL,25.6,4.74,nan,62
666018,Jonathan Aranda,TB,25.6,4.57,nan,130
640459,Brian Navarreto,MIA,25.6,nan,nan,5
678218,Brandon Valenzuela,TOR,25.6,4.72,nan,53
694876,Cooper Ingle,CLE,25.6,nan,nan,7
676475,Alec Burleson,STL,25.6,4.48,nan,165
682626,Francisco Alvarez,NYM,25.6,4.71,nan,93
686780,Pedro Pagés,STL,25.5,4.79,nan,47
671655,George Valera,CLE,25.5,nan,nan,16
665861,Sebastián Rivero,LAA,25.5,nan,nan,16
606115,Orlando Arcia,MIN,25.5,4.76,nan,27
571657,Kyle Farmer,ATL,25.4,nan,nan,8
645305,Ali Sánchez,NYY,25.4,4.93,nan,19
700932,Kyle Manzardo,CLE,25.4,4.65,nan,86
502671,Paul Goldschmidt,NYY,25.4,4.72,nan,103
621566,Matt Olson,ATL,25.4,4.76,nan,150
693409,César Prieto,STL,25.4,nan,nan,6
672275,Patrick Bailey,CLE,25.3,4.76,nan,76
608841,Joey Meneses,ATH,25.3,nan,nan,6
665966,Carlos Narváez,BOS,25.3,4.9,nan,44
518692,Freddie Freeman,LAD,25.3,4.71,nan,166
624413,Pete Alonso,BAL,25.3,4.81,nan,124
543510,James McCann,AZ,25.3,4.79,nan,39
665804,Miguel Amaya,CHC,25.3,4.75,nan,51
571448,Nolan Arenado,AZ,25.2,4.77,nan,130
624512,Reese McGuire,CWS,25.2,nan,nan,8
592626,Joc Pederson,TEX,25.2,4.61,nan,95
660688,Keibert Ruiz,WSH,25.2,4.8,nan,99
665953,Andrés Chaparro,WSH,25.2,4.9,nan,34
669357,Nolan Gorman,STL,25.2,4.55,nan,52
641680,Jonah Heim,ATH,25.2,4.86,nan,81
680977,Brendan Donovan,SEA,25.2,4.58,nan,35
650402,Gleyber Torres,DET,25.1,4.82,nan,87
592518,Manny Machado,SD,25.1,4.77,nan,120
642851,Austin Wynns,TEX,25.1,4.88,nan,21
661531,Brian Serven,ATH,25.1,nan,nan,5
641598,Mitch Garver,SEA,25.1,4.81,nan,34
518595,Travis d'Arnaud,LAA,25.0,nan,nan,13
681198,TJ Rumfield,COL,25.0,4.7,nan,156
694212,Samuel Basallo,BAL,25.0,4.86,nan,92
670623,Isaac Paredes,HOU,25.0,4.96,nan,107
670541,Yordan Alvarez,HOU,24.9,4.75,nan,100
687462,Spencer Horwitz,PIT,24.9,4.75,nan,101
608369,Corey Seager,TEX,24.9,4.78,nan,62
664034,Ty France,SD,24.9,4.89,nan,98
656555,Rhys Hoskins,CLE,24.8,4.94,nan,69
663584,Hayden Senger,NYM,24.8,nan,nan,7
542303,Marcell Ozuna,PIT,24.7,4.88,nan,58
650968,Yohel Pozo,BAL,24.7,nan,nan,15
656976,Pavin Smith,AZ,24.6,4.79,nan,26
694208,Moisés Ballesteros,CHC,24.6,4.75,nan,54
647304,Josh Naylor,SEA,24.6,4.75,nan,155
642020,Chuckie Robinson,LAD,24.6,nan,nan,8
543309,Kyle Higashioka,TEX,24.6,4.89,nan,45
596142,Gary Sánchez,MIL,24.5,4.83,nan,52
553869,Elias Díaz,TEX,24.5,4.89,nan,39
595978,Austin Hedges,CLE,24.4,5.06,nan,57
644433,Chadwick Tromp,BAL,24.4,nan,nan,18
640902,Jhonny Pereda,SEA,24.4,nan,nan,20
605170,Victor Caratini,MIN,24.4,4.93,nan,91
680664,Eduardo Valencia,DET,24.3,nan,nan,16
669087,Sam Huff,BAL,24.3,nan,nan,9
700337,Edgar Quero,CWS,24.3,4.87,nan,57
521692,Salvador Perez,KC,23.9,4.97,nan,136
519317,Giancarlo Stanton,NYY,23.8,nan,nan,25
467793,Carlos Santana,AZ,23.7,nan,nan,5
543877,Christian Vázquez,HOU,23.4,5.05,nan,68
624431,Jose Trevino,CIN,23.4,4.99,nan,35
672386,Alejandro Kirk,TOR,23.1,4.87,nan,51
506702,Sandy León,ATL,22.1,nan,nan,11
