grade,stars,batting_team,batter,batter_id,batter_hand,lineup_slot,lineup_confirmed,pitcher,pitcher_id,pitcher_hand,pitcher_team,top_pitches,game_id,game_time,home_team,away_team,total_flags,weighted_flag_score,in_slump,is_diamond,is_contact_pick,is_fallback,recent_flag_count,bvp_flag_count,vs_hand_flag_count,hist_hand_flag_count,hr_intent_score,season_pa,vs_hand_pa,recent_games_total,recent_games_both,recent_consistency_pct,pitcher_fb_pct_allowed,pitcher_hh_pct_allowed,pitcher_pa_faced,pitcher_meatball_pct,batter_meatball_score,meatball_matchup_score,bullpen_era,bullpen_hr9,bullpen_whip,bullpen_ip,bullpen_hr_rank,discipline_flag,discipline_score,season_chase_k_pct,recent_chase_k_pct,season_bb_pct,recent_bb_pct,oz_swing_pct,sim_pa,sim_h,sim_hr,sim_hr_adj,sim_2b,sim_3b,sim_bb,sim_k,sim_tb,sim_rbi,proj_hr_adj,proj_hit_prob,proj_xbh_prob,proj_avg_tb,proj_avg_rbi,recent_pa,recent_hr_count,ab_since_hr,recent_consec_hr_games,barrel_quality_score,recent_pulled_barrel_pct,recent_batter_ahead_pct,recent_iso,recent_sweet_spot_pct,recent_meatball_hr_rate,season_swstr_pct,season_woba,season_xwoba,blended_woba,blended_xwoba,l7_iso,l7_woba,l7_xwoba,zone_fit,gHR,gHR_yv2,recent_iso_yv2,season_iso,ps_score,ps_score_v2,hr_yesterday,so_close_count,so_close_max_dist,so_close_max_ev,so_close_reasons,ps_convergence,ps_conv_pitch,la_stddev,la_mean_l15,la_locked,bat_speed_vs_baseline,bat_speed_peaking,pitcher_count_mb_pct,fastball_velo_decay,pitcher_velo_declining,recent_avg_ev,recent_hh_pct,recent_avg_bat_speed,recent_batter_ahead_pct,recent_ev_flag,recent_barrel_pct,recent_barrel_flag,recent_fb_pct,recent_fb_flag,recent_avg_la,recent_la_flag,bvp_pa,bvp_hr_count,bvp_hr_by_pitch,bvp_avg_ev,bvp_hh_pct,bvp_avg_bat_speed,bvp_batter_ahead_pct,bvp_ev_flag,bvp_barrel_pct,bvp_barrel_flag,bvp_fb_pct,bvp_fb_flag,bvp_avg_la,bvp_la_flag,vs_hand_pa,vs_hand_hr_count,vs_hand_avg_ev,vs_hand_hh_pct,vs_hand_ev_flag,vs_hand_barrel_pct,vs_hand_barrel_flag,vs_hand_fb_pct,vs_hand_fb_flag,vs_hand_avg_la,vs_hand_la_flag,vs_hand_hr_rate,vs_hand_hit_rate,vs_hand_xbh_rate,hr_factor,wind_effect,temp_f,condition,pitcher_grade_label,pitcher_grade_label_vsL,pitcher_grade_label_vsR,pitcher_ip,zone_fit_season,recent_chase_pct,recent_zone_swing_pct,recent_avg_attack_angle,recent_attack_angle_stddev,recent_avg_swing_length,bvp_chase_pct,bvp_zone_swing_pct,bvp_avg_attack_angle,bvp_attack_angle_stddev,bvp_avg_swing_length,vs_hand_chase_pct,vs_hand_zone_swing_pct,vs_hand_avg_attack_angle,vs_hand_attack_angle_stddev,vs_hand_avg_swing_length,hist_hand_chase_pct,hist_hand_zone_swing_pct,hist_hand_avg_attack_angle,hist_hand_attack_angle_stddev,hist_hand_avg_swing_length,pitcher_upper_zone_pct,zone_fit_spatial,chance_of_rain_peak,is_dome,bvp_iso,bvp_pull_pct,bvp_fb350_count,pitcher_games_started
B,2,BOS,Mickey Gasper,681508,L,0,False,Seth Lugo,607625,Right,KC,"SI, FC, CU, FF",824711,07:10 PM,BOS,KC,4,0.75,False,False,False,False,0,2,1,1,0.6293,190,166,6,0,0.0,22.6,32.0,641.0,54.4,0.2675,0.0,5.79,1.49,1.64,404.0,4,🟢 Disciplined,66.0,0.0,,13.7,,20.6,3.5,0.813,0.168,0.168,0.228,0.02,0.711,0.389,1.584,0.248,0.0483,0.2338,0.1198,0.4559,0.0715,26,1,7,0,2,3.8,42.3,0.214,19.2,6.2,7.4,0.384,0.372,0.385,0.0,0.211,0.388,0.0,3.526,23,23,0.214,0.215,23,23,0,2,356.0,96.1,double 92mph EV | deep line drive 356ft 96mph,10.8,FF,34.93,13.8,False,-1.86,False,50.0,-0.46,False,89.4,19.2,69.5,42.3,False,3.8,False,15.4,False,9.2,False,112,6,SI(23%):1/31pa  |  FC(19%):0/21pa  |  CU(15%):0/12pa  |  FF(13%):5/60pa,92.0,34.8,70.8,48.2,False,8.0,True,25.9,True,18.8,False,166,8,89.7,29.5,False,6.6,True,21.7,False,15.1,False,4.82,24.7,10.8,1.0,,,,🎯 Target,💥 Hittable,💥 Hittable,156.7,3.526,30.8,88.5,9.1,11.9,6.4,22.3,81.2,10.1,8.7,6.3,30.7,80.1,11.4,9.2,6.4,,,,,,3.4,6.96,,,0.315,40.2,9.0,29
B,2,CHC,Carson Kelly,608348,R,0,False,Unknown (nan),nan,?,PIT,---,824631,02:20 PM,CHC,PIT,3,1.2,False,False,False,False,3,0,0,0,0.3061,365,0,5,2,40.0,,,,,0.4483,0.0,3.87,0.86,1.33,388.3,25,🟢 Disciplined,59.0,0.0,,10.4,,24.6,3.7,0.696,0.0,0.0,0.232,0.0,0.0,1.16,0.928,0.464,0.0,0.1875,0.0625,0.25,0.125,16,0,20,0,1,0.0,25.0,0.121,25.0,0.0,9.9,0.324,0.32,0.311,0.0,0.062,0.19,0.0,0.0,18,18,0.121,0.127,5,5,0,3,385.0,102.2,rocket LD 102mph | deep line drive 371ft 100mph | deep fly ball 385ft 98mph | double 98mph EV,0.0,,20.42,21.9,False,-0.28,False,,,False,90.6,37.5,70.3,25.0,False,6.2,True,25.0,True,24.9,True,0,0,---,,,,,False,,False,,False,,False,0,0,,,False,,False,,False,,False,,,,1.0,,,,,,,0.0,0.0,37.5,100.0,9.1,7.6,6.8,,,,,,,,,,,,,,,,,,,,,,,0
C,1,CHC,Pete Crow-Armstrong,691718,L,0,False,Unknown (nan),nan,?,PIT,---,824631,02:20 PM,CHC,PIT,2,0.8,False,False,False,False,2,0,0,0,0.4793,628,0,7,2,28.6,,,,,0.201,0.0,3.87,0.86,1.33,388.3,25,🟢 Disciplined,59.0,0.0,,11.4,,33.8,4.5,1.081,0.406,0.406,0.135,0.0,0.676,0.946,2.434,0.811,0.0909,0.2424,0.1212,0.5455,0.1818,33,3,5,0,3,6.1,30.3,0.306,24.2,8.7,18.2,0.413,0.374,0.418,0.0,0.37,0.443,0.0,0.0,35,35,0.306,0.292,8,8,0,3,365.0,110.0,rocket LD 110mph | double 107mph EV | rocket LD 107mph | deep fly ball 365ft 93mph,0.0,,30.28,17.1,False,0.7,False,,,False,96.1,33.3,73.0,30.3,True,12.1,True,15.2,False,14.8,False,0,0,---,,,,,False,,False,,False,,False,0,0,,,False,,False,,False,,False,,,,1.0,,,,,,,0.0,0.0,39.4,84.8,12.2,10.2,7.6,,,,,,,,,,,,,,,,,,,,,,,0
C,1,CHC,Alex Bregman,608324,R,0,False,Unknown (nan),nan,?,PIT,---,824631,02:20 PM,CHC,PIT,3,0.72,True,False,False,False,3,0,0,0,0.6837,624,0,7,2,28.6,,,,,0.2676,0.0,3.87,0.86,1.33,388.3,25,🟢 Disciplined,59.0,0.0,,10.6,,23.4,4.5,1.091,0.156,0.156,0.156,0.0,0.779,0.156,1.714,0.779,0.0345,0.2414,0.069,0.3793,0.1724,29,1,20,0,2,6.9,37.9,0.179,24.1,6.2,8.5,0.353,0.326,0.359,0.0,0.167,0.39,0.0,0.0,40,40,0.179,0.181,4,4,0,4,359.0,104.2,deep line drive 359ft 104mph | double 104mph EV | deep fly ball 332ft 92mph | deep line drive 334ft 94mph | deep fly bal,0.0,,34.39,11.3,False,-0.34,False,,,False,88.9,24.1,68.8,37.9,False,6.9,True,17.2,False,22.7,True,0,0,---,,,,,False,,False,,False,,False,0,0,,,False,,False,,False,,False,,,,1.0,,,,,,,0.0,0.0,37.9,79.3,10.2,6.7,6.8,,,,,,,,,,,,,,,,,,,,,,,0
A,3,CIN,Juan Brito,682877,L,0,False,Shane Drohan,675660,Left,MIL,"SL, FF, SI, FC",823736,07:45 PM,MIL,CIN,8,2.15,False,False,False,False,3,4,1,0,0.2758,62,22,3,0,0.0,19.4,25.4,469.0,59.1,0.0473,0.0078,3.54,0.84,1.26,366.0,26,🟢 Disciplined,55.0,0.0,,9.0,,32.3,3.5,1.119,0.123,0.123,0.54,0.0,0.247,1.497,2.029,0.91,0.035,0.3173,0.1882,0.5755,0.2582,10,1,5,0,1,0.0,60.0,0.145,40.0,0.0,29.0,0.246,0.255,0.271,0.0,0.5,0.653,0.0,0.0,27,27,0.145,0.121,20,20,0,1,384.0,102.4,deep fly ball 384ft 102mph | double 102mph EV,5.5,FF,29.8,14.0,False,0.9,False,55.9,0.17,False,84.0,20.0,69.7,60.0,False,10.0,True,30.0,True,23.7,True,11,0,SL(26%):0/7pa  |  FF(25%):1/15pa  |  SI(22%):0/8pa  |  FC(12%):0/8pa,93.5,27.3,71.4,27.3,True,18.2,True,27.3,True,23.4,True,22,0,87.3,13.6,False,9.1,True,13.6,False,18.6,False,0.0,27.3,9.1,1.0,,,,🤔 Average,⚠️ Tough,💥 Hittable,113.7,0.0,50.0,90.0,10.1,8.5,7.3,72.7,72.7,14.8,10.5,7.8,72.7,72.7,13.6,10.0,7.9,,,,,,3.8,2.73,,,0.2,27.3,2.0,17
A,3,CIN,Elly De La Cruz,682829,L,0,False,Shane Drohan,675660,Left,MIL,"SL, FF, SI, FC",823736,07:45 PM,MIL,CIN,9,2.1,False,False,False,False,2,2,2,3,0.3998,529,153,6,0,0.0,19.4,25.4,469.0,59.1,0.2619,0.043,3.54,0.84,1.26,366.0,26,🟢 Disciplined,59.0,0.0,,10.6,,26.0,4.5,1.787,0.473,0.473,0.391,0.034,0.597,0.991,3.668,0.651,0.1054,0.3979,0.2001,0.8165,0.1449,27,4,0,4,3,7.4,40.7,0.279,33.3,23.5,15.3,0.384,0.369,0.43,0.0,0.56,0.686,0.0,3.969,34,34,0.279,0.228,36,36,0,6,351.0,116.6,rocket LD 100mph | rocket LD 113mph | rocket LD 115mph | rocket LD 101mph | double 117mph EV | rocket LD 117mph | deep l,13.3,SI,21.89,13.7,False,2.4,True,55.9,0.17,False,104.1,55.6,74.4,40.7,True,29.6,True,14.8,False,9.4,False,85,7,SL(26%):6/44pa  |  FF(25%):11/161pa  |  SI(22%):3/84pa  |  FC(12%):0/27pa,97.7,38.8,75.7,47.1,True,5.9,True,15.3,False,9.4,False,153,9,95.4,32.7,True,5.2,True,15.0,False,8.8,False,5.88,31.4,13.7,1.0,,,,🤔 Average,⚠️ Tough,💥 Hittable,113.7,3.969,40.7,81.5,6.1,8.6,7.1,31.8,85.9,4.5,8.4,6.9,37.3,83.0,6.7,9.3,7.1,100.0,0.0,,,,3.8,6.46,,,0.443,23.5,6.0,17
C,1,CIN,Carlos Jorge,699115,L,0,False,Shane Drohan,675660,Left,MIL,"SL, FF, SI, FC",823736,07:45 PM,MIL,CIN,2,0.8,False,False,False,False,2,0,0,0,0.3216,9,2,3,1,33.3,19.4,25.4,469.0,59.1,0.0,0.0,3.54,0.84,1.26,366.0,26,⬜ Neutral,48.0,0.0,,0.0,,,2.6,0.202,0.0,0.0,0.0,0.0,0.0,0.202,0.202,0.0,0.0,0.0778,0.0,0.0778,0.0,9,0,999,0,1,0.0,11.1,0.0,0.0,,,,,0.196,0.0,0.0,0.196,0.0,0.0,9,9,0.0,0.0,12,12,0,1,381.0,101.7,deep fly ball 381ft 102mph,1.5,SL,33.28,9.7,False,0.0,False,55.9,0.17,False,82.8,22.2,59.8,11.1,False,11.1,True,33.3,True,10.0,False,3,0,SL(26%):0/0pa  |  FF(25%):0/1pa  |  SI(22%):0/1pa  |  FC(12%):0/1pa,94.5,66.7,69.4,0.0,False,33.3,False,66.7,False,25.0,False,2,0,71.7,0.0,False,0.0,False,50.0,False,41.0,False,0.0,0.0,0.0,1.0,,,,🤔 Average,⚠️ Tough,💥 Hittable,113.7,0.0,44.4,77.8,10.8,12.9,7.2,0.0,100.0,16.9,3.9,7.4,50.0,100.0,19.6,,7.8,,,,,,3.8,4.9,,,0.0,33.3,1.0,17
B,2,CLE,José Ramírez,608070,L,0,False,Taj Bradley,671737,Right,MIN,"FF, FC, FS, CU",823659,08:10 PM,MIN,CLE,8,1.85,False,False,False,False,3,3,0,2,0.4301,450,325,6,0,0.0,18.4,28.0,624.0,58.0,0.2188,0.0263,4.52,1.02,1.42,531.7,17,🟢 Disciplined,63.0,0.0,,11.2,,29.2,4.3,0.875,0.105,0.105,0.158,0.0,0.403,0.455,1.348,0.088,0.0242,0.2017,0.0606,0.3107,0.0202,29,0,32,0,0,0.0,37.9,0.136,20.7,0.0,9.6,0.317,0.346,0.289,0.0,0.0,0.147,0.0,2.214,21,21,0.136,0.136,19,19,0,2,341.0,101.1,deep fly ball 341ft 91mph | rocket LD 101mph,7.7,FF,24.52,37.5,False,-1.34,False,44.6,-1.66,False,82.1,3.4,67.7,37.9,False,0.0,False,31.0,True,22.0,True,161,6,FF(48%):6/110pa  |  FC(26%):1/51pa  |  FS(17%):0/24pa  |  CU(8%):1/26pa,87.2,24.8,67.6,40.4,False,2.5,False,24.2,True,22.7,True,325,6,86.9,24.6,False,1.5,False,20.6,False,19.0,False,1.85,19.1,6.2,1.0,,,,🤔 Average,🤔 Average,🤔 Average,159.3,2.214,41.4,69.0,5.7,11.3,7.1,44.7,81.4,8.8,7.7,6.9,45.8,81.5,9.5,8.6,7.0,,,,,,8.0,4.34,,,0.194,47.8,9.0,28
C,1,CLE,Chase DeLauter,800050,L,0,False,Taj Bradley,671737,Right,MIN,"FF, FC, FS, CU",823659,08:10 PM,MIN,CLE,3,0.6,False,False,True,False,1,0,0,2,0.2858,472,325,3,0,0.0,18.4,28.0,624.0,58.0,0.1262,0.0151,4.52,1.02,1.42,531.7,17,🟢 Disciplined,63.0,0.0,,10.4,,21.6,4.2,1.245,0.091,0.091,0.577,0.015,0.342,0.478,2.126,0.106,0.0215,0.2944,0.1616,0.5027,0.0251,15,0,61,0,1,0.0,26.7,0.18,20.0,0.0,9.7,0.359,0.34,0.372,0.0,0.286,0.503,0.0,1.521,17,17,0.18,0.169,32,32,0,4,369.0,98.6,deep fly ball 369ft 99mph | double 99mph EV | double 94mph EV | double 95mph EV | double 93mph EV,9.5,FF,28.66,18.4,False,2.33,True,44.6,-1.66,False,90.2,40.0,72.7,26.7,False,6.7,True,20.0,False,6.3,False,181,6,FF(48%):6/155pa  |  FC(26%):1/29pa  |  FS(17%):0/23pa  |  CU(8%):1/28pa,92.6,36.5,71.6,38.7,False,3.3,False,19.9,False,17.7,False,325,10,92.5,36.9,False,1.8,False,16.6,False,13.9,False,3.08,24.3,9.2,1.0,,,,🤔 Average,🤔 Average,🤔 Average,159.3,1.521,13.3,100.0,-0.2,9.6,7.0,34.8,81.8,4.4,7.5,7.1,32.0,82.5,4.4,7.6,7.2,,,,,,8.0,4.15,,,0.194,34.3,14.0,28
C,1,CLE,Petey Halpin,690984,L,0,False,Taj Bradley,671737,Right,MIN,"FF, FC, FS, CU",823659,08:10 PM,MIN,CLE,4,0.55,True,False,False,False,0,2,1,1,0.2452,173,134,5,0,0.0,18.4,28.0,624.0,58.0,0.2016,0.0242,4.52,1.02,1.42,531.7,17,⬜ Neutral,56.0,0.0,,4.5,,39.0,2.9,0.657,0.081,0.081,0.027,0.027,0.208,0.469,0.98,0.154,0.0275,0.2239,0.0458,0.3338,0.0525,14,0,24,0,0,0.0,21.4,0.095,7.1,0.0,15.6,0.244,0.286,0.238,0.0,0.0,0.176,0.0,1.094,7,7,0.095,0.095,19,19,0,0,0.0,0.0,,7.6,FF,32.17,32.4,False,-0.79,False,44.6,-1.66,False,76.7,14.3,65.1,21.4,False,0.0,False,7.1,False,34.0,False,71,3,FF(48%):2/54pa  |  FC(26%):0/18pa  |  FS(17%):1/4pa  |  CU(8%):0/9pa,84.6,25.4,66.6,23.9,False,7.0,True,31.0,True,22.0,False,134,3,84.4,23.1,False,4.5,False,29.1,True,19.4,False,2.24,24.6,6.0,1.0,,,,🤔 Average,🤔 Average,🤔 Average,159.3,1.094,50.0,85.7,10.4,19.0,6.9,50.7,85.9,6.3,13.1,6.6,50.0,85.8,8.1,11.8,6.9,,,,,,8.0,2.0,,,0.188,31.0,9.0,28
C,1,COL,Jake McCarthy,664983,L,0,False,Framber Valdez,664285,Left,DET,"SI, CU, CH, SL",824227,06:40 PM,DET,COL,2,0.8,False,False,False,False,2,0,0,0,0.5879,499,144,5,0,0.0,14.2,31.2,635.0,59.5,0.2584,0.0465,4.46,1.2,1.39,315.0,10,⬜ Neutral,56.0,0.0,,5.4,,38.1,4.1,1.186,0.124,0.124,0.188,0.156,0.431,0.724,2.057,0.459,0.0302,0.29,0.1142,0.5028,0.1121,24,1,4,0,2,4.2,25.0,0.203,20.8,5.9,11.2,0.352,0.31,0.368,0.0,0.3,0.471,0.0,2.596,27,27,0.203,0.188,17,17,0,5,393.0,103.9,deep line drive 368ft 104mph | triple 104mph EV | double 97mph EV | rocket LD 104mph | deep fly ball 393ft 99mph | deep ,2.1,CU,29.62,3.9,False,0.33,False,51.6,-0.51,False,94.2,37.5,71.4,25.0,True,4.2,False,25.0,True,14.4,False,83,2,SI(47%):3/81pa  |  CU(23%):0/32pa  |  CH(20%):1/54pa  |  SL(5%):1/68pa,82.2,21.7,70.8,15.7,False,2.4,False,12.0,False,1.2,False,144,4,80.9,20.1,False,2.8,False,13.2,False,4.8,False,2.78,28.5,9.7,1.0,,,,💥 Hittable,🤔 Average,🎯 Target,157.7,2.596,45.8,75.0,5.5,11.7,6.8,45.8,95.2,5.9,10.4,6.9,45.1,91.0,5.8,9.4,6.8,,,,,,2.8,4.79,,,0.208,43.4,5.0,28
A+,4,CWS,Miguel Vargas,678246,R,0,False,Matthew Liberatore,669461,Left,STL,"FF, SL, CH, SI",823012,08:15 PM,STL,CWS,10,3.206,False,False,False,False,2,4,4,0,0.3593,591,172,6,1,16.7,19.6,27.8,586.0,54.3,0.1831,0.0,4.52,0.97,1.34,360.7,22,🟢 Disciplined,62.0,0.0,,13.8,,21.2,4.4,0.974,0.258,0.258,0.089,0.0,0.457,0.774,1.836,0.265,0.0588,0.2219,0.079,0.4184,0.0605,26,1,13,0,1,0.0,38.5,0.214,19.2,6.2,11.5,0.37,0.388,0.356,0.0,0.12,0.277,0.0,3.286,22,22,0.214,0.23,33,33,0,0,0.0,0.0,,15.7,FF,31.64,8.3,False,0.96,False,45.7,0.37,False,89.6,26.9,74.8,38.5,False,3.8,False,30.8,True,23.1,True,129,9,FF(32%):10/203pa  |  SL(28%):3/79pa  |  CH(14%):3/45pa  |  SI(11%):6/120pa,94.2,39.5,73.4,38.0,True,6.2,True,25.6,True,23.6,True,172,12,93.6,36.6,True,5.8,True,23.8,True,23.1,True,6.98,21.5,9.9,1.0,,,,💥 Hittable,💥 Hittable,💥 Hittable,137.3,3.286,34.6,84.6,16.0,6.5,8.0,34.9,81.4,11.7,10.2,7.8,33.7,80.2,12.1,10.0,7.8,,,,,,4.6,8.21,,,0.284,39.5,15.0,28
B,2,CWS,Randal Grichuk,545341,R,0,False,Matthew Liberatore,669461,Left,STL,"FF, SL, CH, SI",823012,08:15 PM,STL,CWS,8,1.75,False,False,False,False,1,3,2,2,0.3607,221,144,5,1,20.0,19.6,27.8,586.0,54.3,0.3159,0.0,4.52,0.97,1.34,360.7,22,⬜ Neutral,56.0,0.0,,4.4,,35.1,2.4,0.704,0.15,0.15,0.27,0.0,0.26,0.543,1.423,0.219,0.0633,0.2972,0.1774,0.6011,0.0926,10,1,0,1,0,0.0,30.0,0.289,10.0,0.0,17.2,0.366,0.351,0.378,0.0,0.5,0.565,0.0,3.731,23,23,0.289,0.275,29,29,0,1,330.0,99.3,deep line drive 330ft 99mph | double 99mph EV,10.5,CH,19.86,21.9,False,1.16,False,45.7,0.37,False,99.2,40.0,75.5,30.0,True,0.0,False,20.0,False,18.0,False,115,5,FF(32%):1/65pa  |  SL(28%):2/37pa  |  CH(14%):2/36pa  |  SI(11%):1/31pa,91.0,36.5,74.3,30.4,False,7.0,True,24.3,True,22.4,True,144,8,91.4,35.4,False,7.6,True,23.6,True,21.5,False,5.56,28.5,17.4,1.0,,,,💥 Hittable,💥 Hittable,💥 Hittable,137.3,3.731,60.0,70.0,9.2,8.6,8.1,47.0,86.1,7.8,7.3,7.7,47.9,84.0,8.1,7.1,7.7,,,,,,4.6,7.26,,,0.269,36.5,8.0,28
B,2,CWS,Jake Rogers,668670,R,0,False,Matthew Liberatore,669461,Left,STL,"FF, SL, CH, SI",823012,08:15 PM,STL,CWS,7,1.34,True,False,False,False,1,2,2,2,0.2157,152,39,4,0,0.0,19.6,27.8,586.0,54.3,0.2349,0.0,4.52,0.97,1.34,360.7,22,🟢 Disciplined,62.0,0.0,,12.9,,25.4,3.1,0.519,0.117,0.117,0.059,0.0,0.403,0.746,0.929,0.286,0.0371,0.165,0.0557,0.295,0.0907,10,0,18,0,0,0.0,10.0,0.132,0.0,,16.4,0.268,0.28,0.261,0.0,0.0,0.158,0.0,2.062,12,12,0.132,0.132,32,32,0,0,0.0,0.0,,11.5,FF,31.84,28.1,False,1.58,True,45.7,0.37,False,86.8,20.0,69.0,10.0,False,0.0,False,10.0,False,26.4,True,35,2,FF(32%):3/55pa  |  SL(28%):0/23pa  |  CH(14%):0/11pa  |  SI(11%):1/29pa,92.9,34.3,71.2,40.0,False,5.7,True,25.7,True,17.0,False,39,2,90.7,30.8,False,5.1,True,25.6,True,19.2,False,5.13,20.5,7.7,1.0,,,,💥 Hittable,💥 Hittable,💥 Hittable,137.3,2.062,30.0,80.0,17.6,6.1,7.4,40.0,71.4,17.0,5.9,7.6,41.0,74.4,17.2,6.7,7.6,0.0,100.0,,,,4.6,4.5,,,0.241,40.0,6.0,28
B,2,DET,Brett Callahan,814430,L,0,False,Unknown (nan),nan,?,COL,---,824227,06:40 PM,DET,COL,3,1.2,False,False,False,False,3,0,0,0,0.6784,45,0,5,0,0.0,,,,,0.4781,0.0,5.11,1.25,1.56,172.7,8,🔴 Chase Risk,48.0,0.0,,4.4,,41.5,2.6,0.0,0.0,0.0,0.0,0.0,0.0,2.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,32,0,1,10.0,0.0,0.156,0.0,0.0,28.9,0.276,0.308,0.276,0.0,0.0,0.0,0.0,0.0,33,33,0.156,0.156,4,4,0,1,361.0,101.6,deep fly ball 361ft 102mph,0.0,,20.65,19.9,False,-1.41,False,,,False,103.2,20.0,68.3,0.0,True,10.0,True,20.0,False,39.5,False,0,0,---,,,,,False,,False,,False,,False,0,0,,,False,,False,,False,,False,,,,1.0,,,,,,,0.0,0.0,60.0,100.0,5.6,23.7,6.7,,,,,,,,,,,,,,,,,,,,,,,0
B,2,DET,Riley Greene,682985,L,0,False,Unknown (nan),nan,?,COL,---,824227,06:40 PM,DET,COL,3,1.2,False,False,False,False,3,0,0,0,0.4616,490,0,6,2,33.3,,,,,0.3044,0.0,5.11,1.25,1.56,172.7,8,🟢 Disciplined,59.0,0.0,,10.3,,26.6,4.2,1.558,0.467,0.467,0.623,0.0,0.156,1.091,3.583,1.402,0.1111,0.3704,0.2593,0.8519,0.3333,27,3,4,0,2,7.4,18.5,0.241,40.7,15.8,19.8,0.37,0.369,0.397,0.0,0.5,0.546,0.0,0.0,35,35,0.241,0.194,7,7,0,5,378.0,111.1,double 108mph EV | rocket LD 108mph | deep line drive 370ft 101mph | deep fly ball 378ft 106mph | double 106mph EV | dou,0.0,,29.33,9.2,False,0.39,False,,,False,88.5,33.3,75.2,18.5,False,18.5,True,29.6,True,24.9,True,0,0,---,,,,,False,,False,,False,,False,0,0,,,False,,False,,False,,False,,,,1.0,,,,,,,0.0,0.0,40.7,88.9,16.5,13.4,7.4,,,,,,,,,,,,,,,,,,,,,,,0
B,2,HOU,Nelson Velázquez,676369,R,0,False,Unknown (nan),nan,?,TB,---,822930,07:10 PM,TB,HOU,3,1.2,False,False,False,False,3,0,0,0,0.726,105,0,4,0,0.0,,,,,0.2944,0.0,3.19,1.13,1.06,318.7,13,⬜ Neutral,56.0,0.0,,7.6,,31.5,2.6,0.513,0.257,0.257,0.0,0.0,0.257,1.026,1.283,1.026,0.1,0.2,0.1,0.5,0.4,10,1,6,0,3,10.0,10.0,0.21,30.0,12.5,19.0,0.284,0.342,0.289,0.0,0.333,0.368,0.0,0.0,36,36,0.21,0.202,13,13,0,1,253.0,107.0,rocket LD 107mph,0.0,,31.67,13.9,False,1.55,True,,,False,94.6,30.0,76.2,10.0,True,10.0,True,20.0,False,40.0,False,0,0,---,,,,,False,,False,,False,,False,0,0,,,False,,False,,False,,False,,,,1.0,,,,,,,0.0,0.0,60.0,100.0,23.7,7.9,7.8,,,,,,,,,,,,,,,,,,,,,,,0
B,2,HOU,Daulton Varsho,662139,L,0,False,Unknown (nan),nan,?,TB,---,822930,07:10 PM,TB,HOU,3,1.2,False,False,False,False,3,0,0,0,0.5726,463,0,6,1,16.7,,,,,0.2985,0.0,3.19,1.13,1.06,318.7,13,⬜ Neutral,56.0,0.0,,7.3,,36.1,4.0,1.005,0.168,0.168,0.168,0.168,0.335,0.67,2.011,0.503,0.0417,0.25,0.125,0.5,0.125,24,1,0,1,1,12.5,29.2,0.156,29.2,6.7,14.7,0.296,0.297,0.307,0.0,0.273,0.376,0.0,0.0,33,33,0.156,0.137,8,8,0,5,391.0,104.5,deep fly ball 391ft 101mph | triple 101mph EV | deep fly ball 342ft 93mph | rocket LD 104mph | deep fly ball 388ft 104mp,0.0,,28.27,19.1,False,0.63,False,,,False,83.2,20.8,70.4,29.2,False,12.5,True,41.7,True,18.2,False,0,0,---,,,,,False,,False,,False,,False,0,0,,,False,,False,,False,,False,,,,1.0,,,,,,,0.0,0.0,50.0,87.5,10.0,23.7,7.4,,,,,,,,,,,,,,,,,,,,,,,0
A+,4,KC,Vinnie Pasquantino,686469,L,0,False,Sonny Gray,543243,Right,BOS,"SI, ST, FF, FC",824711,07:10 PM,BOS,KC,10,2.6,False,False,False,False,4,3,1,2,0.5807,390,292,7,1,14.3,15.5,26.5,567.0,58.2,0.2911,0.0373,3.59,1.03,1.22,306.0,16,🟢 Disciplined,59.0,0.0,,11.2,,30.1,4.2,0.904,0.206,0.206,0.192,0.014,0.438,0.435,1.742,0.375,0.0491,0.2154,0.0982,0.4152,0.0894,32,2,8,0,2,9.4,46.9,0.171,34.4,10.0,8.2,0.331,0.353,0.331,0.0,0.286,0.331,0.0,2.58,36,36,0.171,0.146,29,29,0,7,397.0,105.9,deep line drive 355ft 96mph | double 106mph EV | deep fly ball 342ft 95mph | deep fly ball 360ft 96mph | deep fly ball 3,12.7,FC,26.11,17.4,False,0.84,False,52.0,0.61,False,91.1,34.4,71.1,46.9,False,12.5,True,37.5,True,24.0,True,191,8,SI(25%):3/63pa  |  ST(24%):0/22pa  |  FF(18%):3/144pa  |  FC(18%):2/32pa,91.8,36.6,69.9,42.9,False,6.3,True,27.7,True,25.8,True,292,10,90.8,33.6,False,4.1,False,22.3,True,20.5,False,3.42,22.9,8.2,1.0,,,,⚠️ Tough,🤔 Average,🤔 Average,150.0,2.58,34.4,87.5,12.7,7.7,7.4,35.1,85.3,7.6,9.4,7.0,43.5,80.5,9.1,9.3,7.2,0.0,100.0,,,,0.7,4.53,,,0.198,36.1,22.0,26
